Year,Status,Income Level,Marginal Tax Rate
1913,Head of Household,20000,0.01
1913,Head of Household,30000,0.01
1913,Head of Household,40000,0.01
1913,Head of Household,50000,0.01
1913,Head of Household,70000,0.01
1913,Head of Household,100000,0.01
1913,Head of Household,150000,0.01
1913,Head of Household,200000,0.01
1913,Head of Household,250000,0.01
1913,Head of Household,300000,0.01
1913,Head of Household,500000,0.01
1913,Head of Household,800000,0.02
1913,Head of Household,1000000,0.02
1913,Head of Household,1500000,0.03
1913,Head of Household,2000000,0.04
1913,Head of Household,5000000,0.05
1913,Head of Household,10000000,0.06
1913,Head of Household,20000000,0.07
1913,Head of Household,50000000,0.07
1913,Head of Household,100000000,0.07
1913,Head of Household,500000000,0.07
1913,Head of Household,1000000000,0.07
1913,Married Filing Jointly,20000,0.01
1913,Married Filing Jointly,30000,0.01
1913,Married Filing Jointly,40000,0.01
1913,Married Filing Jointly,50000,0.01
1913,Married Filing Jointly,70000,0.01
1913,Married Filing Jointly,100000,0.01
1913,Married Filing Jointly,150000,0.01
1913,Married Filing Jointly,200000,0.01
1913,Married Filing Jointly,250000,0.01
1913,Married Filing Jointly,300000,0.01
1913,Married Filing Jointly,500000,0.01
1913,Married Filing Jointly,800000,0.02
1913,Married Filing Jointly,1000000,0.02
1913,Married Filing Jointly,1500000,0.03
1913,Married Filing Jointly,2000000,0.04
1913,Married Filing Jointly,5000000,0.05
1913,Married Filing Jointly,10000000,0.06
1913,Married Filing Jointly,20000000,0.07
1913,Married Filing Jointly,50000000,0.07
1913,Married Filing Jointly,100000000,0.07
1913,Married Filing Jointly,500000000,0.07
1913,Married Filing Jointly,1000000000,0.07
1913,Married Filing Seperately,20000,0.01
1913,Married Filing Seperately,30000,0.01
1913,Married Filing Seperately,40000,0.01
1913,Married Filing Seperately,50000,0.01
1913,Married Filing Seperately,70000,0.01
1913,Married Filing Seperately,100000,0.01
1913,Married Filing Seperately,150000,0.01
1913,Married Filing Seperately,200000,0.01
1913,Married Filing Seperately,250000,0.01
1913,Married Filing Seperately,300000,0.01
1913,Married Filing Seperately,500000,0.01
1913,Married Filing Seperately,800000,0.02
1913,Married Filing Seperately,1000000,0.02
1913,Married Filing Seperately,1500000,0.03
1913,Married Filing Seperately,2000000,0.04
1913,Married Filing Seperately,5000000,0.05
1913,Married Filing Seperately,10000000,0.06
1913,Married Filing Seperately,20000000,0.07
1913,Married Filing Seperately,50000000,0.07
1913,Married Filing Seperately,100000000,0.07
1913,Married Filing Seperately,500000000,0.07
1913,Married Filing Seperately,1000000000,0.07
1913,Single,20000,0.01
1913,Single,30000,0.01
1913,Single,40000,0.01
1913,Single,50000,0.01
1913,Single,70000,0.01
1913,Single,100000,0.01
1913,Single,150000,0.01
1913,Single,200000,0.01
1913,Single,250000,0.01
1913,Single,300000,0.01
1913,Single,500000,0.01
1913,Single,800000,0.02
1913,Single,1000000,0.02
1913,Single,1500000,0.03
1913,Single,2000000,0.04
1913,Single,5000000,0.05
1913,Single,10000000,0.06
1913,Single,20000000,0.07
1913,Single,50000000,0.07
1913,Single,100000000,0.07
1913,Single,500000000,0.07
1913,Single,1000000000,0.07
1914,Head of Household,20000,0.01
1914,Head of Household,30000,0.01
1914,Head of Household,40000,0.01
1914,Head of Household,50000,0.01
1914,Head of Household,70000,0.01
1914,Head of Household,100000,0.01
1914,Head of Household,150000,0.01
1914,Head of Household,200000,0.01
1914,Head of Household,250000,0.01
1914,Head of Household,300000,0.01
1914,Head of Household,500000,0.01
1914,Head of Household,800000,0.02
1914,Head of Household,1000000,0.02
1914,Head of Household,1500000,0.03
1914,Head of Household,2000000,0.04
1914,Head of Household,5000000,0.05
1914,Head of Household,10000000,0.06
1914,Head of Household,20000000,0.07
1914,Head of Household,50000000,0.07
1914,Head of Household,100000000,0.07
1914,Head of Household,500000000,0.07
1914,Head of Household,1000000000,0.07
1914,Married Filing Jointly,20000,0.01
1914,Married Filing Jointly,30000,0.01
1914,Married Filing Jointly,40000,0.01
1914,Married Filing Jointly,50000,0.01
1914,Married Filing Jointly,70000,0.01
1914,Married Filing Jointly,100000,0.01
1914,Married Filing Jointly,150000,0.01
1914,Married Filing Jointly,200000,0.01
1914,Married Filing Jointly,250000,0.01
1914,Married Filing Jointly,300000,0.01
1914,Married Filing Jointly,500000,0.01
1914,Married Filing Jointly,800000,0.02
1914,Married Filing Jointly,1000000,0.02
1914,Married Filing Jointly,1500000,0.03
1914,Married Filing Jointly,2000000,0.04
1914,Married Filing Jointly,5000000,0.05
1914,Married Filing Jointly,10000000,0.06
1914,Married Filing Jointly,20000000,0.07
1914,Married Filing Jointly,50000000,0.07
1914,Married Filing Jointly,100000000,0.07
1914,Married Filing Jointly,500000000,0.07
1914,Married Filing Jointly,1000000000,0.07
1914,Married Filing Seperately,20000,0.01
1914,Married Filing Seperately,30000,0.01
1914,Married Filing Seperately,40000,0.01
1914,Married Filing Seperately,50000,0.01
1914,Married Filing Seperately,70000,0.01
1914,Married Filing Seperately,100000,0.01
1914,Married Filing Seperately,150000,0.01
1914,Married Filing Seperately,200000,0.01
1914,Married Filing Seperately,250000,0.01
1914,Married Filing Seperately,300000,0.01
1914,Married Filing Seperately,500000,0.01
1914,Married Filing Seperately,800000,0.02
1914,Married Filing Seperately,1000000,0.02
1914,Married Filing Seperately,1500000,0.03
1914,Married Filing Seperately,2000000,0.04
1914,Married Filing Seperately,5000000,0.05
1914,Married Filing Seperately,10000000,0.06
1914,Married Filing Seperately,20000000,0.07
1914,Married Filing Seperately,50000000,0.07
1914,Married Filing Seperately,100000000,0.07
1914,Married Filing Seperately,500000000,0.07
1914,Married Filing Seperately,1000000000,0.07
1914,Single,20000,0.01
1914,Single,30000,0.01
1914,Single,40000,0.01
1914,Single,50000,0.01
1914,Single,70000,0.01
1914,Single,100000,0.01
1914,Single,150000,0.01
1914,Single,200000,0.01
1914,Single,250000,0.01
1914,Single,300000,0.01
1914,Single,500000,0.01
1914,Single,800000,0.02
1914,Single,1000000,0.02
1914,Single,1500000,0.03
1914,Single,2000000,0.04
1914,Single,5000000,0.05
1914,Single,10000000,0.06
1914,Single,20000000,0.07
1914,Single,50000000,0.07
1914,Single,100000000,0.07
1914,Single,500000000,0.07
1914,Single,1000000000,0.07
1915,Head of Household,20000,0.01
1915,Head of Household,30000,0.01
1915,Head of Household,40000,0.01
1915,Head of Household,50000,0.01
1915,Head of Household,70000,0.01
1915,Head of Household,100000,0.01
1915,Head of Household,150000,0.01
1915,Head of Household,200000,0.01
1915,Head of Household,250000,0.01
1915,Head of Household,300000,0.01
1915,Head of Household,500000,0.01
1915,Head of Household,800000,0.02
1915,Head of Household,1000000,0.02
1915,Head of Household,1500000,0.03
1915,Head of Household,2000000,0.04
1915,Head of Household,5000000,0.05
1915,Head of Household,10000000,0.06
1915,Head of Household,20000000,0.07
1915,Head of Household,50000000,0.07
1915,Head of Household,100000000,0.07
1915,Head of Household,500000000,0.07
1915,Head of Household,1000000000,0.07
1915,Married Filing Jointly,20000,0.01
1915,Married Filing Jointly,30000,0.01
1915,Married Filing Jointly,40000,0.01
1915,Married Filing Jointly,50000,0.01
1915,Married Filing Jointly,70000,0.01
1915,Married Filing Jointly,100000,0.01
1915,Married Filing Jointly,150000,0.01
1915,Married Filing Jointly,200000,0.01
1915,Married Filing Jointly,250000,0.01
1915,Married Filing Jointly,300000,0.01
1915,Married Filing Jointly,500000,0.01
1915,Married Filing Jointly,800000,0.02
1915,Married Filing Jointly,1000000,0.02
1915,Married Filing Jointly,1500000,0.03
1915,Married Filing Jointly,2000000,0.04
1915,Married Filing Jointly,5000000,0.05
1915,Married Filing Jointly,10000000,0.06
1915,Married Filing Jointly,20000000,0.07
1915,Married Filing Jointly,50000000,0.07
1915,Married Filing Jointly,100000000,0.07
1915,Married Filing Jointly,500000000,0.07
1915,Married Filing Jointly,1000000000,0.07
1915,Married Filing Seperately,20000,0.01
1915,Married Filing Seperately,30000,0.01
1915,Married Filing Seperately,40000,0.01
1915,Married Filing Seperately,50000,0.01
1915,Married Filing Seperately,70000,0.01
1915,Married Filing Seperately,100000,0.01
1915,Married Filing Seperately,150000,0.01
1915,Married Filing Seperately,200000,0.01
1915,Married Filing Seperately,250000,0.01
1915,Married Filing Seperately,300000,0.01
1915,Married Filing Seperately,500000,0.01
1915,Married Filing Seperately,800000,0.02
1915,Married Filing Seperately,1000000,0.02
1915,Married Filing Seperately,1500000,0.03
1915,Married Filing Seperately,2000000,0.04
1915,Married Filing Seperately,5000000,0.05
1915,Married Filing Seperately,10000000,0.06
1915,Married Filing Seperately,20000000,0.07
1915,Married Filing Seperately,50000000,0.07
1915,Married Filing Seperately,100000000,0.07
1915,Married Filing Seperately,500000000,0.07
1915,Married Filing Seperately,1000000000,0.07
1915,Single,20000,0.01
1915,Single,30000,0.01
1915,Single,40000,0.01
1915,Single,50000,0.01
1915,Single,70000,0.01
1915,Single,100000,0.01
1915,Single,150000,0.01
1915,Single,200000,0.01
1915,Single,250000,0.01
1915,Single,300000,0.01
1915,Single,500000,0.01
1915,Single,800000,0.02
1915,Single,1000000,0.02
1915,Single,1500000,0.03
1915,Single,2000000,0.04
1915,Single,5000000,0.05
1915,Single,10000000,0.06
1915,Single,20000000,0.07
1915,Single,50000000,0.07
1915,Single,100000000,0.07
1915,Single,500000000,0.07
1915,Single,1000000000,0.07
1916,Head of Household,20000,0.02
1916,Head of Household,30000,0.02
1916,Head of Household,40000,0.02
1916,Head of Household,50000,0.02
1916,Head of Household,70000,0.02
1916,Head of Household,100000,0.02
1916,Head of Household,150000,0.02
1916,Head of Household,200000,0.02
1916,Head of Household,250000,0.02
1916,Head of Household,300000,0.02
1916,Head of Household,500000,0.03
1916,Head of Household,800000,0.03
1916,Head of Household,1000000,0.04
1916,Head of Household,1500000,0.05
1916,Head of Household,2000000,0.06
1916,Head of Household,5000000,0.09
1916,Head of Household,10000000,0.11
1916,Head of Household,20000000,0.12
1916,Head of Household,50000000,0.15
1916,Head of Household,100000000,0.15
1916,Head of Household,500000000,0.15
1916,Head of Household,1000000000,0.15
1916,Married Filing Jointly,20000,0.02
1916,Married Filing Jointly,30000,0.02
1916,Married Filing Jointly,40000,0.02
1916,Married Filing Jointly,50000,0.02
1916,Married Filing Jointly,70000,0.02
1916,Married Filing Jointly,100000,0.02
1916,Married Filing Jointly,150000,0.02
1916,Married Filing Jointly,200000,0.02
1916,Married Filing Jointly,250000,0.02
1916,Married Filing Jointly,300000,0.02
1916,Married Filing Jointly,500000,0.03
1916,Married Filing Jointly,800000,0.03
1916,Married Filing Jointly,1000000,0.04
1916,Married Filing Jointly,1500000,0.05
1916,Married Filing Jointly,2000000,0.06
1916,Married Filing Jointly,5000000,0.09
1916,Married Filing Jointly,10000000,0.11
1916,Married Filing Jointly,20000000,0.12
1916,Married Filing Jointly,50000000,0.15
1916,Married Filing Jointly,100000000,0.15
1916,Married Filing Jointly,500000000,0.15
1916,Married Filing Jointly,1000000000,0.15
1916,Married Filing Seperately,20000,0.02
1916,Married Filing Seperately,30000,0.02
1916,Married Filing Seperately,40000,0.02
1916,Married Filing Seperately,50000,0.02
1916,Married Filing Seperately,70000,0.02
1916,Married Filing Seperately,100000,0.02
1916,Married Filing Seperately,150000,0.02
1916,Married Filing Seperately,200000,0.02
1916,Married Filing Seperately,250000,0.02
1916,Married Filing Seperately,300000,0.02
1916,Married Filing Seperately,500000,0.03
1916,Married Filing Seperately,800000,0.03
1916,Married Filing Seperately,1000000,0.04
1916,Married Filing Seperately,1500000,0.05
1916,Married Filing Seperately,2000000,0.06
1916,Married Filing Seperately,5000000,0.09
1916,Married Filing Seperately,10000000,0.11
1916,Married Filing Seperately,20000000,0.12
1916,Married Filing Seperately,50000000,0.15
1916,Married Filing Seperately,100000000,0.15
1916,Married Filing Seperately,500000000,0.15
1916,Married Filing Seperately,1000000000,0.15
1916,Single,20000,0.02
1916,Single,30000,0.02
1916,Single,40000,0.02
1916,Single,50000,0.02
1916,Single,70000,0.02
1916,Single,100000,0.02
1916,Single,150000,0.02
1916,Single,200000,0.02
1916,Single,250000,0.02
1916,Single,300000,0.02
1916,Single,500000,0.03
1916,Single,800000,0.03
1916,Single,1000000,0.04
1916,Single,1500000,0.05
1916,Single,2000000,0.06
1916,Single,5000000,0.09
1916,Single,10000000,0.11
1916,Single,20000000,0.12
1916,Single,50000000,0.15
1916,Single,100000000,0.15
1916,Single,500000000,0.15
1916,Single,1000000000,0.15
1917,Head of Household,20000,0.02
1917,Head of Household,30000,0.02
1917,Head of Household,40000,0.02
1917,Head of Household,50000,0.04
1917,Head of Household,70000,0.04
1917,Head of Household,100000,0.04
1917,Head of Household,150000,0.05
1917,Head of Household,200000,0.06
1917,Head of Household,250000,0.07
1917,Head of Household,300000,0.08
1917,Head of Household,500000,0.12
1917,Head of Household,800000,0.12
1917,Head of Household,1000000,0.16
1917,Head of Household,1500000,0.21
1917,Head of Household,2000000,0.26
1917,Head of Household,5000000,0.41
1917,Head of Household,10000000,0.5
1917,Head of Household,20000000,0.59
1917,Head of Household,50000000,0.67
1917,Head of Household,100000000,0.67
1917,Head of Household,500000000,0.67
1917,Head of Household,1000000000,0.67
1917,Married Filing Jointly,20000,0.02
1917,Married Filing Jointly,30000,0.02
1917,Married Filing Jointly,40000,0.02
1917,Married Filing Jointly,50000,0.04
1917,Married Filing Jointly,70000,0.04
1917,Married Filing Jointly,100000,0.04
1917,Married Filing Jointly,150000,0.05
1917,Married Filing Jointly,200000,0.06
1917,Married Filing Jointly,250000,0.07
1917,Married Filing Jointly,300000,0.08
1917,Married Filing Jointly,500000,0.12
1917,Married Filing Jointly,800000,0.12
1917,Married Filing Jointly,1000000,0.16
1917,Married Filing Jointly,1500000,0.21
1917,Married Filing Jointly,2000000,0.26
1917,Married Filing Jointly,5000000,0.41
1917,Married Filing Jointly,10000000,0.5
1917,Married Filing Jointly,20000000,0.59
1917,Married Filing Jointly,50000000,0.67
1917,Married Filing Jointly,100000000,0.67
1917,Married Filing Jointly,500000000,0.67
1917,Married Filing Jointly,1000000000,0.67
1917,Married Filing Seperately,20000,0.02
1917,Married Filing Seperately,30000,0.02
1917,Married Filing Seperately,40000,0.02
1917,Married Filing Seperately,50000,0.04
1917,Married Filing Seperately,70000,0.04
1917,Married Filing Seperately,100000,0.04
1917,Married Filing Seperately,150000,0.05
1917,Married Filing Seperately,200000,0.06
1917,Married Filing Seperately,250000,0.07
1917,Married Filing Seperately,300000,0.08
1917,Married Filing Seperately,500000,0.12
1917,Married Filing Seperately,800000,0.12
1917,Married Filing Seperately,1000000,0.16
1917,Married Filing Seperately,1500000,0.21
1917,Married Filing Seperately,2000000,0.26
1917,Married Filing Seperately,5000000,0.41
1917,Married Filing Seperately,10000000,0.5
1917,Married Filing Seperately,20000000,0.59
1917,Married Filing Seperately,50000000,0.67
1917,Married Filing Seperately,100000000,0.67
1917,Married Filing Seperately,500000000,0.67
1917,Married Filing Seperately,1000000000,0.67
1917,Single,20000,0.02
1917,Single,30000,0.02
1917,Single,40000,0.02
1917,Single,50000,0.04
1917,Single,70000,0.04
1917,Single,100000,0.04
1917,Single,150000,0.05
1917,Single,200000,0.06
1917,Single,250000,0.07
1917,Single,300000,0.08
1917,Single,500000,0.12
1917,Single,800000,0.12
1917,Single,1000000,0.16
1917,Single,1500000,0.21
1917,Single,2000000,0.26
1917,Single,5000000,0.41
1917,Single,10000000,0.5
1917,Single,20000000,0.59
1917,Single,50000000,0.67
1917,Single,100000000,0.67
1917,Single,500000000,0.67
1917,Single,1000000000,0.67
1918,Head of Household,20000,0.06
1918,Head of Household,30000,0.06
1918,Head of Household,40000,0.06
1918,Head of Household,50000,0.06
1918,Head of Household,70000,0.06
1918,Head of Household,100000,0.13
1918,Head of Household,150000,0.15
1918,Head of Household,200000,0.16
1918,Head of Household,250000,0.17
1918,Head of Household,300000,0.19
1918,Head of Household,500000,0.24
1918,Head of Household,800000,0.32
1918,Head of Household,1000000,0.38
1918,Head of Household,1500000,0.51
1918,Head of Household,2000000,0.64
1918,Head of Household,5000000,0.72
1918,Head of Household,10000000,0.76
1918,Head of Household,20000000,0.77
1918,Head of Household,50000000,0.77
1918,Head of Household,100000000,0.77
1918,Head of Household,500000000,0.77
1918,Head of Household,1000000000,0.77
1918,Married Filing Jointly,20000,0.06
1918,Married Filing Jointly,30000,0.06
1918,Married Filing Jointly,40000,0.06
1918,Married Filing Jointly,50000,0.06
1918,Married Filing Jointly,70000,0.06
1918,Married Filing Jointly,100000,0.13
1918,Married Filing Jointly,150000,0.15
1918,Married Filing Jointly,200000,0.16
1918,Married Filing Jointly,250000,0.17
1918,Married Filing Jointly,300000,0.19
1918,Married Filing Jointly,500000,0.24
1918,Married Filing Jointly,800000,0.32
1918,Married Filing Jointly,1000000,0.38
1918,Married Filing Jointly,1500000,0.51
1918,Married Filing Jointly,2000000,0.64
1918,Married Filing Jointly,5000000,0.72
1918,Married Filing Jointly,10000000,0.76
1918,Married Filing Jointly,20000000,0.77
1918,Married Filing Jointly,50000000,0.77
1918,Married Filing Jointly,100000000,0.77
1918,Married Filing Jointly,500000000,0.77
1918,Married Filing Jointly,1000000000,0.77
1918,Married Filing Seperately,20000,0.06
1918,Married Filing Seperately,30000,0.06
1918,Married Filing Seperately,40000,0.06
1918,Married Filing Seperately,50000,0.06
1918,Married Filing Seperately,70000,0.06
1918,Married Filing Seperately,100000,0.13
1918,Married Filing Seperately,150000,0.15
1918,Married Filing Seperately,200000,0.16
1918,Married Filing Seperately,250000,0.17
1918,Married Filing Seperately,300000,0.19
1918,Married Filing Seperately,500000,0.24
1918,Married Filing Seperately,800000,0.32
1918,Married Filing Seperately,1000000,0.38
1918,Married Filing Seperately,1500000,0.51
1918,Married Filing Seperately,2000000,0.64
1918,Married Filing Seperately,5000000,0.72
1918,Married Filing Seperately,10000000,0.76
1918,Married Filing Seperately,20000000,0.77
1918,Married Filing Seperately,50000000,0.77
1918,Married Filing Seperately,100000000,0.77
1918,Married Filing Seperately,500000000,0.77
1918,Married Filing Seperately,1000000000,0.77
1918,Single,20000,0.06
1918,Single,30000,0.06
1918,Single,40000,0.06
1918,Single,50000,0.06
1918,Single,70000,0.06
1918,Single,100000,0.13
1918,Single,150000,0.15
1918,Single,200000,0.16
1918,Single,250000,0.17
1918,Single,300000,0.19
1918,Single,500000,0.24
1918,Single,800000,0.32
1918,Single,1000000,0.38
1918,Single,1500000,0.51
1918,Single,2000000,0.64
1918,Single,5000000,0.72
1918,Single,10000000,0.76
1918,Single,20000000,0.77
1918,Single,50000000,0.77
1918,Single,100000000,0.77
1918,Single,500000000,0.77
1918,Single,1000000000,0.77
1919,Head of Household,20000,0.04
1919,Head of Household,30000,0.04
1919,Head of Household,40000,0.04
1919,Head of Household,50000,0.04
1919,Head of Household,70000,0.08
1919,Head of Household,100000,0.1
1919,Head of Household,150000,0.11
1919,Head of Household,200000,0.13
1919,Head of Household,250000,0.14
1919,Head of Household,300000,0.16
1919,Head of Household,500000,0.22
1919,Head of Household,800000,0.32
1919,Head of Household,1000000,0.38
1919,Head of Household,1500000,0.54
1919,Head of Household,2000000,0.6
1919,Head of Household,5000000,0.71
1919,Head of Household,10000000,0.72
1919,Head of Household,20000000,0.73
1919,Head of Household,50000000,0.73
1919,Head of Household,100000000,0.73
1919,Head of Household,500000000,0.73
1919,Head of Household,1000000000,0.73
1919,Married Filing Jointly,20000,0.04
1919,Married Filing Jointly,30000,0.04
1919,Married Filing Jointly,40000,0.04
1919,Married Filing Jointly,50000,0.04
1919,Married Filing Jointly,70000,0.08
1919,Married Filing Jointly,100000,0.1
1919,Married Filing Jointly,150000,0.11
1919,Married Filing Jointly,200000,0.13
1919,Married Filing Jointly,250000,0.14
1919,Married Filing Jointly,300000,0.16
1919,Married Filing Jointly,500000,0.22
1919,Married Filing Jointly,800000,0.32
1919,Married Filing Jointly,1000000,0.38
1919,Married Filing Jointly,1500000,0.54
1919,Married Filing Jointly,2000000,0.6
1919,Married Filing Jointly,5000000,0.71
1919,Married Filing Jointly,10000000,0.72
1919,Married Filing Jointly,20000000,0.73
1919,Married Filing Jointly,50000000,0.73
1919,Married Filing Jointly,100000000,0.73
1919,Married Filing Jointly,500000000,0.73
1919,Married Filing Jointly,1000000000,0.73
1919,Married Filing Seperately,20000,0.04
1919,Married Filing Seperately,30000,0.04
1919,Married Filing Seperately,40000,0.04
1919,Married Filing Seperately,50000,0.04
1919,Married Filing Seperately,70000,0.08
1919,Married Filing Seperately,100000,0.1
1919,Married Filing Seperately,150000,0.11
1919,Married Filing Seperately,200000,0.13
1919,Married Filing Seperately,250000,0.14
1919,Married Filing Seperately,300000,0.16
1919,Married Filing Seperately,500000,0.22
1919,Married Filing Seperately,800000,0.32
1919,Married Filing Seperately,1000000,0.38
1919,Married Filing Seperately,1500000,0.54
1919,Married Filing Seperately,2000000,0.6
1919,Married Filing Seperately,5000000,0.71
1919,Married Filing Seperately,10000000,0.72
1919,Married Filing Seperately,20000000,0.73
1919,Married Filing Seperately,50000000,0.73
1919,Married Filing Seperately,100000000,0.73
1919,Married Filing Seperately,500000000,0.73
1919,Married Filing Seperately,1000000000,0.73
1919,Single,20000,0.04
1919,Single,30000,0.04
1919,Single,40000,0.04
1919,Single,50000,0.04
1919,Single,70000,0.08
1919,Single,100000,0.1
1919,Single,150000,0.11
1919,Single,200000,0.13
1919,Single,250000,0.14
1919,Single,300000,0.16
1919,Single,500000,0.22
1919,Single,800000,0.32
1919,Single,1000000,0.38
1919,Single,1500000,0.54
1919,Single,2000000,0.6
1919,Single,5000000,0.71
1919,Single,10000000,0.72
1919,Single,20000000,0.73
1919,Single,50000000,0.73
1919,Single,100000000,0.73
1919,Single,500000000,0.73
1919,Single,1000000000,0.73
1920,Head of Household,20000,0.04
1920,Head of Household,30000,0.04
1920,Head of Household,40000,0.04
1920,Head of Household,50000,0.04
1920,Head of Household,70000,0.09
1920,Head of Household,100000,0.1
1920,Head of Household,150000,0.12
1920,Head of Household,200000,0.14
1920,Head of Household,250000,0.16
1920,Head of Household,300000,0.18
1920,Head of Household,500000,0.25
1920,Head of Household,800000,0.36
1920,Head of Household,1000000,0.44
1920,Head of Household,1500000,0.6
1920,Head of Household,2000000,0.6
1920,Head of Household,5000000,0.71
1920,Head of Household,10000000,0.72
1920,Head of Household,20000000,0.73
1920,Head of Household,50000000,0.73
1920,Head of Household,100000000,0.73
1920,Head of Household,500000000,0.73
1920,Head of Household,1000000000,0.73
1920,Married Filing Jointly,20000,0.04
1920,Married Filing Jointly,30000,0.04
1920,Married Filing Jointly,40000,0.04
1920,Married Filing Jointly,50000,0.04
1920,Married Filing Jointly,70000,0.09
1920,Married Filing Jointly,100000,0.1
1920,Married Filing Jointly,150000,0.12
1920,Married Filing Jointly,200000,0.14
1920,Married Filing Jointly,250000,0.16
1920,Married Filing Jointly,300000,0.18
1920,Married Filing Jointly,500000,0.25
1920,Married Filing Jointly,800000,0.36
1920,Married Filing Jointly,1000000,0.44
1920,Married Filing Jointly,1500000,0.6
1920,Married Filing Jointly,2000000,0.6
1920,Married Filing Jointly,5000000,0.71
1920,Married Filing Jointly,10000000,0.72
1920,Married Filing Jointly,20000000,0.73
1920,Married Filing Jointly,50000000,0.73
1920,Married Filing Jointly,100000000,0.73
1920,Married Filing Jointly,500000000,0.73
1920,Married Filing Jointly,1000000000,0.73
1920,Married Filing Seperately,20000,0.04
1920,Married Filing Seperately,30000,0.04
1920,Married Filing Seperately,40000,0.04
1920,Married Filing Seperately,50000,0.04
1920,Married Filing Seperately,70000,0.09
1920,Married Filing Seperately,100000,0.1
1920,Married Filing Seperately,150000,0.12
1920,Married Filing Seperately,200000,0.14
1920,Married Filing Seperately,250000,0.16
1920,Married Filing Seperately,300000,0.18
1920,Married Filing Seperately,500000,0.25
1920,Married Filing Seperately,800000,0.36
1920,Married Filing Seperately,1000000,0.44
1920,Married Filing Seperately,1500000,0.6
1920,Married Filing Seperately,2000000,0.6
1920,Married Filing Seperately,5000000,0.71
1920,Married Filing Seperately,10000000,0.72
1920,Married Filing Seperately,20000000,0.73
1920,Married Filing Seperately,50000000,0.73
1920,Married Filing Seperately,100000000,0.73
1920,Married Filing Seperately,500000000,0.73
1920,Married Filing Seperately,1000000000,0.73
1920,Single,20000,0.04
1920,Single,30000,0.04
1920,Single,40000,0.04
1920,Single,50000,0.04
1920,Single,70000,0.09
1920,Single,100000,0.1
1920,Single,150000,0.12
1920,Single,200000,0.14
1920,Single,250000,0.16
1920,Single,300000,0.18
1920,Single,500000,0.25
1920,Single,800000,0.36
1920,Single,1000000,0.44
1920,Single,1500000,0.6
1920,Single,2000000,0.6
1920,Single,5000000,0.71
1920,Single,10000000,0.72
1920,Single,20000000,0.73
1920,Single,50000000,0.73
1920,Single,100000000,0.73
1920,Single,500000000,0.73
1920,Single,1000000000,0.73
1921,Head of Household,20000,0.04
1921,Head of Household,30000,0.04
1921,Head of Household,40000,0.04
1921,Head of Household,50000,0.04
1921,Head of Household,70000,0.09
1921,Head of Household,100000,0.1
1921,Head of Household,150000,0.12
1921,Head of Household,200000,0.14
1921,Head of Household,250000,0.16
1921,Head of Household,300000,0.18
1921,Head of Household,500000,0.25
1921,Head of Household,800000,0.36
1921,Head of Household,1000000,0.43
1921,Head of Household,1500000,0.6
1921,Head of Household,2000000,0.6
1921,Head of Household,5000000,0.71
1921,Head of Household,10000000,0.72
1921,Head of Household,20000000,0.73
1921,Head of Household,50000000,0.73
1921,Head of Household,100000000,0.73
1921,Head of Household,500000000,0.73
1921,Head of Household,1000000000,0.73
1921,Married Filing Jointly,20000,0.04
1921,Married Filing Jointly,30000,0.04
1921,Married Filing Jointly,40000,0.04
1921,Married Filing Jointly,50000,0.04
1921,Married Filing Jointly,70000,0.09
1921,Married Filing Jointly,100000,0.1
1921,Married Filing Jointly,150000,0.12
1921,Married Filing Jointly,200000,0.14
1921,Married Filing Jointly,250000,0.16
1921,Married Filing Jointly,300000,0.18
1921,Married Filing Jointly,500000,0.25
1921,Married Filing Jointly,800000,0.36
1921,Married Filing Jointly,1000000,0.43
1921,Married Filing Jointly,1500000,0.6
1921,Married Filing Jointly,2000000,0.6
1921,Married Filing Jointly,5000000,0.71
1921,Married Filing Jointly,10000000,0.72
1921,Married Filing Jointly,20000000,0.73
1921,Married Filing Jointly,50000000,0.73
1921,Married Filing Jointly,100000000,0.73
1921,Married Filing Jointly,500000000,0.73
1921,Married Filing Jointly,1000000000,0.73
1921,Married Filing Seperately,20000,0.04
1921,Married Filing Seperately,30000,0.04
1921,Married Filing Seperately,40000,0.04
1921,Married Filing Seperately,50000,0.04
1921,Married Filing Seperately,70000,0.09
1921,Married Filing Seperately,100000,0.1
1921,Married Filing Seperately,150000,0.12
1921,Married Filing Seperately,200000,0.14
1921,Married Filing Seperately,250000,0.16
1921,Married Filing Seperately,300000,0.18
1921,Married Filing Seperately,500000,0.25
1921,Married Filing Seperately,800000,0.36
1921,Married Filing Seperately,1000000,0.43
1921,Married Filing Seperately,1500000,0.6
1921,Married Filing Seperately,2000000,0.6
1921,Married Filing Seperately,5000000,0.71
1921,Married Filing Seperately,10000000,0.72
1921,Married Filing Seperately,20000000,0.73
1921,Married Filing Seperately,50000000,0.73
1921,Married Filing Seperately,100000000,0.73
1921,Married Filing Seperately,500000000,0.73
1921,Married Filing Seperately,1000000000,0.73
1921,Single,20000,0.04
1921,Single,30000,0.04
1921,Single,40000,0.04
1921,Single,50000,0.04
1921,Single,70000,0.09
1921,Single,100000,0.1
1921,Single,150000,0.12
1921,Single,200000,0.14
1921,Single,250000,0.16
1921,Single,300000,0.18
1921,Single,500000,0.25
1921,Single,800000,0.36
1921,Single,1000000,0.43
1921,Single,1500000,0.6
1921,Single,2000000,0.6
1921,Single,5000000,0.71
