Year,Status,Income Level,Marginal Tax Rate
1974,Single,20000,0.19
1974,Single,30000,0.21
1974,Single,40000,0.24
1974,Single,50000,0.25
1974,Single,70000,0.29
1974,Single,100000,0.36
1974,Single,150000,0.45
1974,Single,200000,0.5
1974,Single,250000,0.6
1974,Single,300000,0.62
1974,Single,500000,0.6900000000000001
1974,Single,800000,0.7000000000000001
1974,Single,1000000,0.7000000000000001
1974,Single,1500000,0.7000000000000001
1974,Single,2000000,0.7000000000000001
1974,Single,5000000,0.7000000000000001
1974,Single,10000000,0.7000000000000001
1974,Single,20000000,0.7000000000000001
1974,Single,50000000,0.7000000000000001
1974,Single,100000000,0.7000000000000001
1974,Single,500000000,0.7000000000000001
1974,Single,1000000000,0.7000000000000001
1975,Head of Household,20000,0.19
1975,Head of Household,30000,0.22
1975,Head of Household,40000,0.23
1975,Head of Household,50000,0.25
1975,Head of Household,70000,0.28
1975,Head of Household,100000,0.35000000000000003
1975,Head of Household,150000,0.42
1975,Head of Household,200000,0.52
1975,Head of Household,250000,0.56
1975,Head of Household,300000,0.58
1975,Head of Household,500000,0.66
1975,Head of Household,800000,0.6900000000000001
1975,Head of Household,1000000,0.7000000000000001
1975,Head of Household,1500000,0.7000000000000001
1975,Head of Household,2000000,0.7000000000000001
1975,Head of Household,5000000,0.7000000000000001
1975,Head of Household,10000000,0.7000000000000001
1975,Head of Household,20000000,0.7000000000000001
1975,Head of Household,50000000,0.7000000000000001
1975,Head of Household,100000000,0.7000000000000001
1975,Head of Household,500000000,0.7000000000000001
1975,Head of Household,1000000000,0.7000000000000001
1975,Married Filing Jointly,20000,0.19
1975,Married Filing Jointly,30000,0.19
1975,Married Filing Jointly,40000,0.22
1975,Married Filing Jointly,50000,0.22
1975,Married Filing Jointly,70000,0.25
1975,Married Filing Jointly,100000,0.32
1975,Married Filing Jointly,150000,0.39
1975,Married Filing Jointly,200000,0.48
1975,Married Filing Jointly,250000,0.5
1975,Married Filing Jointly,300000,0.53
1975,Married Filing Jointly,500000,0.62
1975,Married Filing Jointly,800000,0.68
1975,Married Filing Jointly,1000000,0.7000000000000001
1975,Married Filing Jointly,1500000,0.7000000000000001
1975,Married Filing Jointly,2000000,0.7000000000000001
1975,Married Filing Jointly,5000000,0.7000000000000001
1975,Married Filing Jointly,10000000,0.7000000000000001
1975,Married Filing Jointly,20000000,0.7000000000000001
1975,Married Filing Jointly,50000000,0.7000000000000001
1975,Married Filing Jointly,100000000,0.7000000000000001
1975,Married Filing Jointly,500000000,0.7000000000000001
1975,Married Filing Jointly,1000000000,0.7000000000000001
1975,Married Filing Seperately,20000,0.22
1975,Married Filing Seperately,30000,0.25
1975,Married Filing Seperately,40000,0.28
1975,Married Filing Seperately,50000,0.32
1975,Married Filing Seperately,70000,0.39
1975,Married Filing Seperately,100000,0.48
1975,Married Filing Seperately,150000,0.53
1975,Married Filing Seperately,200000,0.58
1975,Married Filing Seperately,250000,0.62
1975,Married Filing Seperately,300000,0.64
1975,Married Filing Seperately,500000,0.7000000000000001
1975,Married Filing Seperately,800000,0.7000000000000001
1975,Married Filing Seperately,1000000,0.7000000000000001
1975,Married Filing Seperately,1500000,0.7000000000000001
1975,Married Filing Seperately,2000000,0.7000000000000001
1975,Married Filing Seperately,5000000,0.7000000000000001
1975,Married Filing Seperately,10000000,0.7000000000000001
1975,Married Filing Seperately,20000000,0.7000000000000001
1975,Married Filing Seperately,50000000,0.7000000000000001
1975,Married Filing Seperately,100000000,0.7000000000000001
1975,Married Filing Seperately,500000000,0.7000000000000001
1975,Married Filing Seperately,1000000000,0.7000000000000001
1975,Single,20000,0.21
1975,Single,30000,0.24
1975,Single,40000,0.25
1975,Single,50000,0.27
1975,Single,70000,0.31
1975,Single,100000,0.38
1975,Single,150000,0.45
1975,Single,200000,0.55
1975,Single,250000,0.62
1975,Single,300000,0.64
1975,Single,500000,0.7000000000000001
1975,Single,800000,0.7000000000000001
1975,Single,1000000,0.7000000000000001
1975,Single,1500000,0.7000000000000001
1975,Single,2000000,0.7000000000000001
1975,Single,5000000,0.7000000000000001
1975,Single,10000000,0.7000000000000001
1975,Single,20000000,0.7000000000000001
1975,Single,50000000,0.7000000000000001
1975,Single,100000000,0.7000000000000001
1975,Single,500000000,0.7000000000000001
1975,Single,1000000000,0.7000000000000001
1976,Head of Household,20000,0.19
1976,Head of Household,30000,0.22
1976,Head of Household,40000,0.23
1976,Head of Household,50000,0.25
1976,Head of Household,70000,0.28
1976,Head of Household,100000,0.35000000000000003
1976,Head of Household,150000,0.45
1976,Head of Household,200000,0.52
1976,Head of Household,250000,0.58
1976,Head of Household,300000,0.59
1976,Head of Household,500000,0.66
1976,Head of Household,800000,0.6900000000000001
1976,Head of Household,1000000,0.7000000000000001
1976,Head of Household,1500000,0.7000000000000001
1976,Head of Household,2000000,0.7000000000000001
1976,Head of Household,5000000,0.7000000000000001
1976,Head of Household,10000000,0.7000000000000001
1976,Head of Household,20000000,0.7000000000000001
1976,Head of Household,50000000,0.7000000000000001
1976,Head of Household,100000000,0.7000000000000001
1976,Head of Household,500000000,0.7000000000000001
1976,Head of Household,1000000000,0.7000000000000001
1976,Married Filing Jointly,20000,0.19
1976,Married Filing Jointly,30000,0.19
1976,Married Filing Jointly,40000,0.22
1976,Married Filing Jointly,50000,0.22
1976,Married Filing Jointly,70000,0.25
1976,Married Filing Jointly,100000,0.32
1976,Married Filing Jointly,150000,0.42
1976,Married Filing Jointly,200000,0.48
1976,Married Filing Jointly,250000,0.53
1976,Married Filing Jointly,300000,0.55
1976,Married Filing Jointly,500000,0.62
1976,Married Filing Jointly,800000,0.68
1976,Married Filing Jointly,1000000,0.7000000000000001
1976,Married Filing Jointly,1500000,0.7000000000000001
1976,Married Filing Jointly,2000000,0.7000000000000001
1976,Married Filing Jointly,5000000,0.7000000000000001
1976,Married Filing Jointly,10000000,0.7000000000000001
1976,Married Filing Jointly,20000000,0.7000000000000001
1976,Married Filing Jointly,50000000,0.7000000000000001
1976,Married Filing Jointly,100000000,0.7000000000000001
1976,Married Filing Jointly,500000000,0.7000000000000001
1976,Married Filing Jointly,1000000000,0.7000000000000001
1976,Married Filing Seperately,20000,0.22
1976,Married Filing Seperately,30000,0.25
1976,Married Filing Seperately,40000,0.28
1976,Married Filing Seperately,50000,0.32
1976,Married Filing Seperately,70000,0.39
1976,Married Filing Seperately,100000,0.48
1976,Married Filing Seperately,150000,0.55
1976,Married Filing Seperately,200000,0.58
1976,Married Filing Seperately,250000,0.62
1976,Married Filing Seperately,300000,0.64
1976,Married Filing Seperately,500000,0.7000000000000001
1976,Married Filing Seperately,800000,0.7000000000000001
1976,Married Filing Seperately,1000000,0.7000000000000001
1976,Married Filing Seperately,1500000,0.7000000000000001
1976,Married Filing Seperately,2000000,0.7000000000000001
1976,Married Filing Seperately,5000000,0.7000000000000001
1976,Married Filing Seperately,10000000,0.7000000000000001
1976,Married Filing Seperately,20000000,0.7000000000000001
1976,Married Filing Seperately,50000000,0.7000000000000001
1976,Married Filing Seperately,100000000,0.7000000000000001
1976,Married Filing Seperately,500000000,0.7000000000000001
1976,Married Filing Seperately,1000000000,0.7000000000000001
1976,Single,20000,0.21
1976,Single,30000,0.24
1976,Single,40000,0.25
1976,Single,50000,0.27
1976,Single,70000,0.31
1976,Single,100000,0.38
1976,Single,150000,0.5
1976,Single,200000,0.55
1976,Single,250000,0.62
1976,Single,300000,0.64
1976,Single,500000,0.7000000000000001
1976,Single,800000,0.7000000000000001
1976,Single,1000000,0.7000000000000001
1976,Single,1500000,0.7000000000000001
1976,Single,2000000,0.7000000000000001
1976,Single,5000000,0.7000000000000001
1976,Single,10000000,0.7000000000000001
1976,Single,20000000,0.7000000000000001
1976,Single,50000000,0.7000000000000001
1976,Single,100000000,0.7000000000000001
1976,Single,500000000,0.7000000000000001
1976,Single,1000000000,0.7000000000000001
1977,Head of Household,20000,0.18
1977,Head of Household,30000,0.19
1977,Head of Household,40000,0.22
1977,Head of Household,50000,0.23
1977,Head of Household,70000,0.27
1977,Head of Household,100000,0.35000000000000003
1977,Head of Household,150000,0.42
1977,Head of Household,200000,0.52
1977,Head of Household,250000,0.58
1977,Head of Household,300000,0.59
1977,Head of Household,500000,0.66
1977,Head of Household,800000,0.6900000000000001
1977,Head of Household,1000000,0.7000000000000001
1977,Head of Household,1500000,0.7000000000000001
1977,Head of Household,2000000,0.7000000000000001
1977,Head of Household,5000000,0.7000000000000001
1977,Head of Household,10000000,0.7000000000000001
1977,Head of Household,20000000,0.7000000000000001
1977,Head of Household,50000000,0.7000000000000001
1977,Head of Household,100000000,0.7000000000000001
1977,Head of Household,500000000,0.7000000000000001
1977,Head of Household,1000000000,0.7000000000000001
1977,Married Filing Jointly,20000,0.15
1977,Married Filing Jointly,30000,0.17
1977,Married Filing Jointly,40000,0.19
1977,Married Filing Jointly,50000,0.22
1977,Married Filing Jointly,70000,0.25
1977,Married Filing Jointly,100000,0.28
1977,Married Filing Jointly,150000,0.39
1977,Married Filing Jointly,200000,0.48
1977,Married Filing Jointly,250000,0.53
1977,Married Filing Jointly,300000,0.55
1977,Married Filing Jointly,500000,0.62
1977,Married Filing Jointly,800000,0.68
1977,Married Filing Jointly,1000000,0.7000000000000001
1977,Married Filing Jointly,1500000,0.7000000000000001
1977,Married Filing Jointly,2000000,0.7000000000000001
1977,Married Filing Jointly,5000000,0.7000000000000001
1977,Married Filing Jointly,10000000,0.7000000000000001
1977,Married Filing Jointly,20000000,0.7000000000000001
1977,Married Filing Jointly,50000000,0.7000000000000001
1977,Married Filing Jointly,100000000,0.7000000000000001
1977,Married Filing Jointly,500000000,0.7000000000000001
1977,Married Filing Jointly,1000000000,0.7000000000000001
1977,Married Filing Seperately,20000,0.19
1977,Married Filing Seperately,30000,0.22
1977,Married Filing Seperately,40000,0.25
1977,Married Filing Seperately,50000,0.28
1977,Married Filing Seperately,70000,0.39
1977,Married Filing Seperately,100000,0.48
1977,Married Filing Seperately,150000,0.55
1977,Married Filing Seperately,200000,0.58
1977,Married Filing Seperately,250000,0.62
1977,Married Filing Seperately,300000,0.64
1977,Married Filing Seperately,500000,0.7000000000000001
1977,Married Filing Seperately,800000,0.7000000000000001
1977,Married Filing Seperately,1000000,0.7000000000000001
1977,Married Filing Seperately,1500000,0.7000000000000001
1977,Married Filing Seperately,2000000,0.7000000000000001
1977,Married Filing Seperately,5000000,0.7000000000000001
1977,Married Filing Seperately,10000000,0.7000000000000001
1977,Married Filing Seperately,20000000,0.7000000000000001
1977,Married Filing Seperately,50000000,0.7000000000000001
1977,Married Filing Seperately,100000000,0.7000000000000001
1977,Married Filing Seperately,500000000,0.7000000000000001
1977,Married Filing Seperately,1000000000,0.7000000000000001
1977,Single,20000,0.19
1977,Single,30000,0.21
1977,Single,40000,0.24
1977,Single,50000,0.25
1977,Single,70000,0.29
1977,Single,100000,0.38
1977,Single,150000,0.45
1977,Single,200000,0.55
1977,Single,250000,0.62
1977,Single,300000,0.64
1977,Single,500000,0.7000000000000001
1977,Single,800000,0.7000000000000001
1977,Single,1000000,0.7000000000000001
1977,Single,1500000,0.7000000000000001
1977,Single,2000000,0.7000000000000001
1977,Single,5000000,0.7000000000000001
1977,Single,10000000,0.7000000000000001
1977,Single,20000000,0.7000000000000001
1977,Single,50000000,0.7000000000000001
1977,Single,100000000,0.7000000000000001
1977,Single,500000000,0.7000000000000001
1977,Single,1000000000,0.7000000000000001
1978,Head of Household,20000,0.18
1978,Head of Household,30000,0.19
1978,Head of Household,40000,0.22
1978,Head of Household,50000,0.23
1978,Head of Household,70000,0.28
1978,Head of Household,100000,0.36
1978,Head of Household,150000,0.45
1978,Head of Household,200000,0.55
1978,Head of Household,250000,0.58
1978,Head of Household,300000,0.61
1978,Head of Household,500000,0.66
1978,Head of Household,800000,0.7000000000000001
1978,Head of Household,1000000,0.7000000000000001
1978,Head of Household,1500000,0.7000000000000001
1978,Head of Household,2000000,0.7000000000000001
1978,Head of Household,5000000,0.7000000000000001
1978,Head of Household,10000000,0.7000000000000001
1978,Head of Household,20000000,0.7000000000000001
1978,Head of Household,50000000,0.7000000000000001
1978,Head of Household,100000000,0.7000000000000001
1978,Head of Household,500000000,0.7000000000000001
1978,Head of Household,1000000000,0.7000000000000001
1978,Married Filing Jointly,20000,0.15
1978,Married Filing Jointly,30000,0.19
1978,Married Filing Jointly,40000,0.19
1978,Married Filing Jointly,50000,0.22
1978,Married Filing Jointly,70000,0.25
1978,Married Filing Jointly,100000,0.32
1978,Married Filing Jointly,150000,0.42
1978,Married Filing Jointly,200000,0.5
1978,Married Filing Jointly,250000,0.53
1978,Married Filing Jointly,300000,0.55
1978,Married Filing Jointly,500000,0.62
1978,Married Filing Jointly,800000,0.6900000000000001
1978,Married Filing Jointly,1000000,0.7000000000000001
1978,Married Filing Jointly,1500000,0.7000000000000001
1978,Married Filing Jointly,2000000,0.7000000000000001
1978,Married Filing Jointly,5000000,0.7000000000000001
1978,Married Filing Jointly,10000000,0.7000000000000001
1978,Married Filing Jointly,20000000,0.7000000000000001
1978,Married Filing Jointly,50000000,0.7000000000000001
1978,Married Filing Jointly,100000000,0.7000000000000001
1978,Married Filing Jointly,500000000,0.7000000000000001
1978,Married Filing Jointly,1000000000,0.7000000000000001
1978,Married Filing Seperately,20000,0.19
1978,Married Filing Seperately,30000,0.22
1978,Married Filing Seperately,40000,0.28
1978,Married Filing Seperately,50000,0.32
1978,Married Filing Seperately,70000,0.39
1978,Married Filing Seperately,100000,0.5
1978,Married Filing Seperately,150000,0.55
1978,Married Filing Seperately,200000,0.6
1978,Married Filing Seperately,250000,0.62
1978,Married Filing Seperately,300000,0.66
1978,Married Filing Seperately,500000,0.7000000000000001
1978,Married Filing Seperately,800000,0.7000000000000001
1978,Married Filing Seperately,1000000,0.7000000000000001
1978,Married Filing Seperately,1500000,0.7000000000000001
1978,Married Filing Seperately,2000000,0.7000000000000001
1978,Married Filing Seperately,5000000,0.7000000000000001
1978,Married Filing Seperately,10000000,0.7000000000000001
1978,Married Filing Seperately,20000000,0.7000000000000001
1978,Married Filing Seperately,50000000,0.7000000000000001
1978,Married Filing Seperately,100000000,0.7000000000000001
1978,Married Filing Seperately,500000000,0.7000000000000001
1978,Married Filing Seperately,1000000000,0.7000000000000001
1978,Single,20000,0.19
1978,Single,30000,0.21
1978,Single,40000,0.24
1978,Single,50000,0.25
1978,Single,70000,0.31
1978,Single,100000,0.4
1978,Single,150000,0.5
1978,Single,200000,0.6
1978,Single,250000,0.62
1978,Single,300000,0.66
1978,Single,500000,0.7000000000000001
1978,Single,800000,0.7000000000000001
1978,Single,1000000,0.7000000000000001
1978,Single,1500000,0.7000000000000001
1978,Single,2000000,0.7000000000000001
1978,Single,5000000,0.7000000000000001
1978,Single,10000000,0.7000000000000001
1978,Single,20000000,0.7000000000000001
1978,Single,50000000,0.7000000000000001
1978,Single,100000000,0.7000000000000001
1978,Single,500000000,0.7000000000000001
1978,Single,1000000000,0.7000000000000001
1979,Head of Household,20000,0.16
1979,Head of Household,30000,0.18
1979,Head of Household,40000,0.22
1979,Head of Household,50000,0.24
1979,Head of Household,70000,0.31
1979,Head of Household,100000,0.36
1979,Head of Household,150000,0.46
1979,Head of Household,200000,0.54
1979,Head of Household,250000,0.59
1979,Head of Household,300000,0.59
1979,Head of Household,500000,0.68
1979,Head of Household,800000,0.7000000000000001
1979,Head of Household,1000000,0.7000000000000001
1979,Head of Household,1500000,0.7000000000000001
1979,Head of Household,2000000,0.7000000000000001
1979,Head of Household,5000000,0.7000000000000001
1979,Head of Household,10000000,0.7000000000000001
1979,Head of Household,20000000,0.7000000000000001
1979,Head of Household,50000000,0.7000000000000001
1979,Head of Household,100000000,0.7000000000000001
1979,Head of Household,500000000,0.7000000000000001
1979,Head of Household,1000000000,0.7000000000000001
1979,Married Filing Jointly,20000,0.14
1979,Married Filing Jointly,30000,0.18
1979,Married Filing Jointly,40000,0.18
1979,Married Filing Jointly,50000,0.21
1979,Married Filing Jointly,70000,0.24
1979,Married Filing Jointly,100000,0.32
1979,Married Filing Jointly,150000,0.43
1979,Married Filing Jointly,200000,0.49
1979,Married Filing Jointly,250000,0.54
1979,Married Filing Jointly,300000,0.54
1979,Married Filing Jointly,500000,0.64
1979,Married Filing Jointly,800000,0.68
1979,Married Filing Jointly,1000000,0.7000000000000001
1979,Married Filing Jointly,1500000,0.7000000000000001
1979,Married Filing Jointly,2000000,0.7000000000000001
1979,Married Filing Jointly,5000000,0.7000000000000001
1979,Married Filing Jointly,10000000,0.7000000000000001
1979,Married Filing Jointly,20000000,0.7000000000000001
1979,Married Filing Jointly,50000000,0.7000000000000001
1979,Married Filing Jointly,100000000,0.7000000000000001
1979,Married Filing Jointly,500000000,0.7000000000000001
1979,Married Filing Jointly,1000000000,0.7000000000000001
1979,Married Filing Seperately,20000,0.18
1979,Married Filing Seperately,30000,0.21
1979,Married Filing Seperately,40000,0.28
1979,Married Filing Seperately,50000,0.32
1979,Married Filing Seperately,70000,0.43
1979,Married Filing Seperately,100000,0.49
1979,Married Filing Seperately,150000,0.54
1979,Married Filing Seperately,200000,0.59
1979,Married Filing Seperately,250000,0.64
1979,Married Filing Seperately,300000,0.64
1979,Married Filing Seperately,500000,0.7000000000000001
1979,Married Filing Seperately,800000,0.7000000000000001
1979,Married Filing Seperately,1000000,0.7000000000000001
1979,Married Filing Seperately,1500000,0.7000000000000001
1979,Married Filing Seperately,2000000,0.7000000000000001
1979,Married Filing Seperately,5000000,0.7000000000000001
1979,Married Filing Seperately,10000000,0.7000000000000001
1979,Married Filing Seperately,20000000,0.7000000000000001
1979,Married Filing Seperately,50000000,0.7000000000000001
1979,Married Filing Seperately,100000000,0.7000000000000001
1979,Married Filing Seperately,500000000,0.7000000000000001
1979,Married Filing Seperately,1000000000,0.7000000000000001
1979,Single,20000,0.18
1979,Single,30000,0.19
1979,Single,40000,0.21
1979,Single,50000,0.26
1979,Single,70000,0.34
1979,Single,100000,0.39
1979,Single,150000,0.49
1979,Single,200000,0.55
1979,Single,250000,0.63
1979,Single,300000,0.63
1979,Single,500000,0.7000000000000001
1979,Single,800000,0.7000000000000001
1979,Single,1000000,0.7000000000000001
1979,Single,1500000,0.7000000000000001
1979,Single,2000000,0.7000000000000001
1979,Single,5000000,0.7000000000000001
1979,Single,10000000,0.7000000000000001
1979,Single,20000000,0.7000000000000001
1979,Single,50000000,0.7000000000000001
1979,Single,100000000,0.7000000000000001
1979,Single,500000000,0.7000000000000001
1979,Single,1000000000,0.7000000000000001
1980,Head of Household,20000,0.16
1980,Head of Household,30000,0.22
1980,Head of Household,40000,0.24
1980,Head of Household,50000,0.26
1980,Head of Household,70000,0.31
1980,Head of Household,100000,0.42
1980,Head of Household,150000,0.54
1980,Head of Household,200000,0.54
1980,Head of Household,250000,0.59
1980,Head of Household,300000,0.63
1980,Head of Household,500000,0.68
1980,Head of Household,800000,0.7000000000000001
1980,Head of Household,1000000,0.7000000000000001
1980,Head of Household,1500000,0.7000000000000001
1980,Head of Household,2000000,0.7000000000000001
1980,Head of Household,5000000,0.7000000000000001
1980,Head of Household,10000000,0.7000000000000001
1980,Head of Household,20000000,0.7000000000000001
1980,Head of Household,50000000,0.7000000000000001
1980,Head of Household,100000000,0.7000000000000001
1980,Head of Household,500000000,0.7000000000000001
1980,Head of Household,1000000000,0.7000000000000001
1980,Married Filing Jointly,20000,0.16
1980,Married Filing Jointly,30000,0.18
1980,Married Filing Jointly,40000,0.21
1980,Married Filing Jointly,50000,0.21
1980,Married Filing Jointly,70000,0.28
1980,Married Filing Jointly,100000,0.37
1980,Married Filing Jointly,150000,0.43
1980,Married Filing Jointly,200000,0.54
1980,Married Filing Jointly,250000,0.54
1980,Married Filing Jointly,300000,0.59
1980,Married Filing Jointly,500000,0.64
1980,Married Filing Jointly,800000,0.7000000000000001
1980,Married Filing Jointly,1000000,0.7000000000000001
1980,Married Filing Jointly,1500000,0.7000000000000001
1980,Married Filing Jointly,2000000,0.7000000000000001
1980,Married Filing Jointly,5000000,0.7000000000000001
1980,Married Filing Jointly,10000000,0.7000000000000001
1980,Married Filing Jointly,20000000,0.7000000000000001
1980,Married Filing Jointly,50000000,0.7000000000000001
1980,Married Filing Jointly,100000000,0.7000000000000001
1980,Married Filing Jointly,500000000,0.7000000000000001
1980,Married Filing Jointly,1000000000,0.7000000000000001
1980,Married Filing Seperately,20000,0.21
1980,Married Filing Seperately,30000,0.24
1980,Married Filing Seperately,40000,0.28
1980,Married Filing Seperately,50000,0.37
1980,Married Filing Seperately,70000,0.43
1980,Married Filing Seperately,100000,0.54
1980,Married Filing Seperately,150000,0.59
1980,Married Filing Seperately,200000,0.64
1980,Married Filing Seperately,250000,0.64
1980,Married Filing Seperately,300000,0.68
1980,Married Filing Seperately,500000,0.7000000000000001
1980,Married Filing Seperately,800000,0.7000000000000001
1980,Married Filing Seperately,1000000,0.7000000000000001
1980,Married Filing Seperately,1500000,0.7000000000000001
1980,Married Filing Seperately,2000000,0.7000000000000001
1980,Married Filing Seperately,5000000,0.7000000000000001
1980,Married Filing Seperately,10000000,0.7000000000000001
1980,Married Filing Seperately,20000000,0.7000000000000001
1980,Married Filing Seperately,50000000,0.7000000000000001
1980,Married Filing Seperately,100000000,0.7000000000000001
1980,Married Filing Seperately,500000000,0.7000000000000001
1980,Married Filing Seperately,1000000000,0.7000000000000001
1980,Single,20000,0.18
1980,Single,30000,0.21
1980,Single,40000,0.24
1980,Single,50000,0.3
1980,Single,70000,0.34
1980,Single,100000,0.44
1980,Single,150000,0.55
1980,Single,200000,0.63
1980,Single,250000,0.63
1980,Single,300000,0.68
1980,Single,500000,0.7000000000000001
1980,Single,800000,0.7000000000000001
1980,Single,1000000,0.7000000000000001
1980,Single,1500000,0.7000000000000001
1980,Single,2000000,0.7000000000000001
1980,Single,5000000,0.7000000000000001
1980,Single,10000000,0.7000000000000001
1980,Single,20000000,0.7000000000000001
1980,Single,50000000,0.7000000000000001
1980,Single,100000000,0.7000000000000001
1980,Single,500000000,0.7000000000000001
1980,Single,1000000000,0.7000000000000001
1981,Head of Household,20000,0.18
1981,Head of Household,30000,0.22
1981,Head of Household,40000,0.24
1981,Head of Household,50000,0.26
1981,Head of Household,70000,0.36
1981,Head of Household,100000,0.42
1981,Head of Household,150000,0.54
1981,Head of Household,200000,0.59
1981,Head of Household,250000,0.63
1981,Head of Household,300000,0.63
1981,Head of Household,500000,0.7000000000000001
1981,Head of Household,800000,0.7000000000000001
1981,Head of Household,1000000,0.7000000000000001
1981,Head of Household,1500000,0.7000000000000001
1981,Head of Household,2000000,0.7000000000000001
1981,Head of Household,5000000,0.7000000000000001
1981,Head of Household,10000000,0.7000000000000001
1981,Head of Household,20000000,0.7000000000000001
1981,Head of Household,50000000,0.7000000000000001
1981,Head of Household,100000000,0.7000000000000001
1981,Head of Household,500000000,0.7000000000000001
1981,Head of Household,1000000000,0.7000000000000001
1981,Married Filing Jointly,20000,0.16
1981,Married Filing Jointly,30000,0.18
1981,Married Filing Jointly,40000,0.21
1981,Married Filing Jointly,50000,0.24
1981,Married Filing Jointly,70000,0.28
1981,Married Filing Jointly,100000,0.37
1981,Married Filing Jointly,150000,0.49
1981,Married Filing Jointly,200000,0.54
1981,Married Filing Jointly,250000,0.54
1981,Married Filing Jointly,300000,0.59
1981,Married Filing Jointly,500000,0.68
1981,Married Filing Jointly,800000,0.7000000000000001
1981,Married Filing Jointly,1000000,0.7000000000000001
1981,Married Filing Jointly,1500000,0.7000000000000001
1981,Married Filing Jointly,2000000,0.7000000000000001
1981,Married Filing Jointly,5000000,0.7000000000000001
1981,Married Filing Jointly,10000000,0.7000000000000001
1981,Married Filing Jointly,20000000,0.7000000000000001
1981,Married Filing Jointly,50000000,0.7000000000000001
1981,Married Filing Jointly,100000000,0.7000000000000001
1981,Married Filing Jointly,500000000,0.7000000000000001
1981,Married Filing Jointly,1000000000,0.7000000000000001
1981,Married Filing Seperately,20000,0.21
1981,Married Filing Seperately,30000,0.28
1981,Married Filing Seperately,40000,0.32
1981,Married Filing Seperately,50000,0.37
1981,Married Filing Seperately,70000,0.49
1981,Married Filing Seperately,100000,0.54
1981,Married Filing Seperately,150000,0.59
1981,Married Filing Seperately,200000,0.64
1981,Married Filing Seperately,250000,0.68
1981,Married Filing Seperately,300000,0.68
1981,Married Filing Seperately,500000,0.7000000000000001
1981,Married Filing Seperately,800000,0.7000000000000001
1981,Married Filing Seperately,1000000,0.7000000000000001
1981,Married Filing Seperately,1500000,0.7000000000000001
1981,Married Filing Seperately,2000000,0.7000000000000001
1981,Married Filing Seperately,5000000,0.7000000000000001
1981,Married Filing Seperately,10000000,0.7000000000000001
1981,Married Filing Seperately,20000000,0.7000000000000001
1981,Married Filing Seperately,50000000,0.7000000000000001
1981,Married Filing Seperately,100000000,0.7000000000000001
1981,Married Filing Seperately,500000000,0.7000000000000001
1981,Married Filing Seperately,1000000000,0.7000000000000001
1981,Single,20000,0.19
1981,Single,30000,0.21
1981,Single,40000,0.26
1981,Single,50000,0.3
1981,Single,70000,0.39
1981,Single,100000,0.44
1981,Single,150000,0.55
1981,Single,200000,0.63
1981,Single,250000,0.68
1981,Single,300000,0.68
1981,Single,500000,0.7000000000000001
1981,Single,800000,0.7000000000000001
1981,Single,1000000,0.7000000000000001
1981,Single,1500000,0.7000000000000001
1981,Single,2000000,0.7000000000000001
1981,Single,5000000,0.7000000000000001
1981,Single,10000000,0.7000000000000001
1981,Single,20000000,0.7000000000000001
1981,Single,50000000,0.7000000000000001
1981,Single,100000000,0.7000000000000001
1981,Single,500000000,0.7000000000000001
1981,Single,1000000000,0.7000000000000001
1982,Head of Household,20000,0.16
1982,Head of Household,30000,0.2
1982,Head of Household,40000,0.22
1982,Head of Household,50000,0.28
1982,Head of Household,70000,0.32
1982,Head of Household,100000,0.41
1982,Head of Household,150000,0.49
1982,Head of Household,200000,0.5
1982,Head of Household,250000,0.5
1982,Head of Household,300000,0.5
1982,Head of Household,500000,0.5
1982,Head of Household,800000,0.5
1982,Head of Household,1000000,0.5
1982,Head of Household,1500000,0.5
1982,Head of Household,2000000,0.5
1982,Head of Household,5000000,0.5
1982,Head of Household,10000000,0.5
1982,Head of Household,20000000,0.5
1982,Head of Household,50000000,0.5
1982,Head of Household,100000000,0.5
1982,Head of Household,500000000,0.5
1982,Head of Household,1000000000,0.5
1982,Married Filing Jointly,20000,0.14
1982,Married Filing Jointly,30000,0.16
1982,Married Filing Jointly,40000,0.19
1982,Married Filing Jointly,50000,0.22
1982,Married Filing Jointly,70000,0.29
1982,Married Filing Jointly,100000,0.39
1982,Married Filing Jointly,150000,0.44
1982,Married Filing Jointly,200000,0.49
1982,Married Filing Jointly,250000,0.5
1982,Married Filing Jointly,300000,0.5
1982,Married Filing Jointly,500000,0.5
1982,Married Filing Jointly,800000,0.5
1982,Married Filing Jointly,1000000,0.5
1982,Married Filing Jointly,1500000,0.5
1982,Married Filing Jointly,2000000,0.5
1982,Married Filing Jointly,5000000,0.5
1982,Married Filing Jointly,10000000,0.5
1982,Married Filing Jointly,20000000,0.5
1982,Married Filing Jointly,50000000,0.5
1982,Married Filing Jointly,100000000,0.5
1982,Married Filing Jointly,500000000,0.5
1982,Married Filing Jointly,1000000000,0.5
1982,Married Filing Seperately,20000,0.19
1982,Married Filing Seperately,30000,0.25
1982,Married Filing Seperately,40000,0.29
1982,Married Filing Seperately,50000,0.39
1982,Married Filing Seperately,70000,0.44
1982,Married Filing Seperately,100000,0.49
1982,Married Filing Seperately,150000,0.5
1982,Married Filing Seperately,200000,0.5
1982,Married Filing Seperately,250000,0.5
1982,Married Filing Seperately,300000,0.5
1982,Married Filing Seperately,500000,0.5
1982,Married Filing Seperately,800000,0.5
1982,Married Filing Seperately,1000000,0.5
