Year,Lower Bound,Single,Married Filing Seperately,Married Filing Jointly,Head of Household
1918,1179296.0,0.43,0.43,0.43,0.43
1918,1216149.0,0.44,0.44,0.44,0.44
1918,1253002.0,0.45,0.45,0.45,0.45
1918,1289855.0,0.46,0.46,0.46,0.46
1918,1326708.0,0.47,0.47,0.47,0.47
1918,1363561.0,0.48,0.48,0.48,0.48
1918,1400414.0,0.49,0.49,0.49,0.49
1918,1437267.0,0.5,0.5,0.5,0.5
1918,1474120.0,0.51,0.51,0.51,0.51
1918,1510973.0,0.52,0.52,0.52,0.52
1918,1547826.0,0.53,0.53,0.53,0.53
1918,1584679.0,0.54,0.54,0.54,0.54
1918,1621532.0,0.55,0.55,0.55,0.55
1918,1658385.0,0.56,0.56,0.56,0.56
1918,1695238.0,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.5700000000000001
1918,1732091.0,0.58,0.58,0.58,0.58
1918,1768944.0,0.59,0.59,0.59,0.59
1918,1805797.0,0.6,0.6,0.6,0.6
1918,1842650.0,0.64,0.64,0.64,0.64
1918,2763975.0,0.68,0.68,0.68,0.68
1918,3685300.0,0.72,0.72,0.72,0.72
1918,5527950.0,0.75,0.75,0.75,0.75
1918,9213250.0,0.76,0.76,0.76,0.76
1918,18426500.0,0.77,0.77,0.77,0.77
1919,0.0,0.04,0.04,0.04,0.04
1919,62538.42424242424,0.08,0.08,0.08,0.08
1919,78173.0303030303,0.09,0.09,0.09,0.09
1919,93807.63636363637,0.1,0.1,0.1,0.1
1919,125076.84848484848,0.11,0.11,0.11,0.11
1919,156346.0606060606,0.12,0.12,0.12,0.12
1919,187615.27272727274,0.13,0.13,0.13,0.13
1919,218884.48484848486,0.14,0.14,0.14,0.14
1919,250153.69696969696,0.15,0.15,0.15,0.15
1919,281422.9090909091,0.16,0.16,0.16,0.16
1919,312692.1212121212,0.17,0.17,0.17,0.17
1919,343961.3333333333,0.18,0.18,0.18,0.18
1919,375230.54545454547,0.19,0.19,0.19,0.19
1919,406499.75757575757,0.2,0.2,0.2,0.2
1919,437768.9696969697,0.21,0.21,0.21,0.21
1919,469038.1818181818,0.22,0.22,0.22,0.22
1919,500307.3939393939,0.23,0.23,0.23,0.23
1919,531576.6060606061,0.24,0.24,0.24,0.24
1919,562845.8181818182,0.25,0.25,0.25,0.25
1919,594115.0303030303,0.26,0.26,0.26,0.26
1919,625384.2424242424,0.27,0.27,0.27,0.27
1919,656653.4545454546,0.28,0.28,0.28,0.28
1919,687922.6666666666,0.29,0.29,0.29,0.29
1919,719191.8787878788,0.3,0.3,0.3,0.3
1919,750461.0909090909,0.31,0.31,0.31,0.31
1919,781730.303030303,0.32,0.32,0.32,0.32
1919,812999.5151515151,0.33,0.33,0.33,0.33
1919,844268.7272727273,0.34,0.34,0.34,0.34
1919,875537.9393939395,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003
1919,906807.1515151515,0.36,0.36,0.36,0.36
1919,938076.3636363636,0.37,0.37,0.37,0.37
1919,969345.5757575758,0.38,0.38,0.38,0.38
1919,1000614.7878787878,0.39,0.39,0.39,0.39
1919,1031884.0,0.4,0.4,0.4,0.4
1919,1063153.2121212122,0.41,0.41,0.41,0.41
1919,1094422.4242424243,0.42,0.42,0.42,0.42
1919,1125691.6363636365,0.43,0.43,0.43,0.43
1919,1156960.8484848484,0.44,0.44,0.44,0.44
1919,1188230.0606060605,0.45,0.45,0.45,0.45
1919,1219499.2727272727,0.46,0.46,0.46,0.46
1919,1250768.4848484849,0.47,0.47,0.47,0.47
1919,1282037.696969697,0.48,0.48,0.48,0.48
1919,1313306.9090909092,0.49,0.49,0.49,0.49
1919,1344576.121212121,0.5,0.5,0.5,0.5
1919,1375845.3333333333,0.51,0.51,0.51,0.51
1919,1407114.5454545454,0.52,0.52,0.52,0.52
1919,1438383.7575757576,0.53,0.53,0.53,0.53
1919,1469652.9696969697,0.54,0.54,0.54,0.54
1919,1500922.1818181819,0.55,0.55,0.55,0.55
1919,1532191.393939394,0.56,0.56,0.56,0.56
1919,1563460.606060606,0.6,0.6,0.6,0.6
1919,2345190.909090909,0.64,0.64,0.64,0.64
1919,3126921.212121212,0.68,0.68,0.68,0.68
1919,4690381.818181818,0.71,0.71,0.71,0.71
1919,7817303.03030303,0.72,0.72,0.72,0.72
1919,15634606.06060606,0.73,0.73,0.73,0.73
1920,0.0,0.04,0.04,0.04,0.04
1920,53465.49222797927,0.08,0.08,0.08,0.08
1920,66831.86528497409,0.09,0.09,0.09,0.09
1920,80198.23834196891,0.1,0.1,0.1,0.1
1920,106930.98445595855,0.11,0.11,0.11,0.11
1920,133663.73056994818,0.12,0.12,0.12,0.12
1920,160396.47668393783,0.13,0.13,0.13,0.13
1920,187129.22279792745,0.14,0.14,0.14,0.14
1920,213861.9689119171,0.15,0.15,0.15,0.15
1920,240594.7150259067,0.16,0.16,0.16,0.16
1920,267327.46113989636,0.17,0.17,0.17,0.17
1920,294060.207253886,0.18,0.18,0.18,0.18
1920,320792.95336787566,0.19,0.19,0.19,0.19
1920,347525.6994818653,0.2,0.2,0.2,0.2
1920,374258.4455958549,0.21,0.21,0.21,0.21
1920,400991.19170984457,0.22,0.22,0.22,0.22
1920,427723.9378238342,0.23,0.23,0.23,0.23
1920,454456.6839378238,0.24,0.24,0.24,0.24
1920,481189.4300518134,0.25,0.25,0.25,0.25
1920,507922.1761658031,0.26,0.26,0.26,0.26
1920,534654.9222797927,0.27,0.27,0.27,0.27
1920,561387.6683937823,0.28,0.28,0.28,0.28
1920,588120.414507772,0.29,0.29,0.29,0.29
1920,614853.1606217616,0.3,0.3,0.3,0.3
1920,641585.9067357513,0.31,0.31,0.31,0.31
1920,668318.6528497409,0.32,0.32,0.32,0.32
1920,695051.3989637305,0.33,0.33,0.33,0.33
1920,721784.1450777202,0.34,0.34,0.34,0.34
1920,748516.8911917098,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003
1920,775249.6373056994,0.36,0.36,0.36,0.36
1920,801982.3834196891,0.37,0.37,0.37,0.37
1920,828715.1295336788,0.38,0.38,0.38,0.38
1920,855447.8756476684,0.39,0.39,0.39,0.39
1920,882180.621761658,0.4,0.4,0.4,0.4
1920,908913.3678756476,0.41,0.41,0.41,0.41
1920,935646.1139896372,0.42,0.42,0.42,0.42
1920,962378.8601036269,0.43,0.43,0.43,0.43
1920,989111.6062176166,0.44,0.44,0.44,0.44
1920,1015844.3523316062,0.45,0.45,0.45,0.45
1920,1042577.0984455958,0.46,0.46,0.46,0.46
1920,1069309.8445595854,0.47,0.47,0.47,0.47
1920,1096042.5906735752,0.48,0.48,0.48,0.48
1920,1122775.3367875647,0.49,0.49,0.49,0.49
1920,1149508.0829015544,0.5,0.5,0.5,0.5
1920,1176240.829015544,0.51,0.51,0.51,0.51
1920,1202973.5751295337,0.52,0.52,0.52,0.52
1920,1229706.3212435232,0.53,0.53,0.53,0.53
1920,1256439.067357513,0.54,0.54,0.54,0.54
1920,1283171.8134715026,0.55,0.55,0.55,0.55
1920,1309904.5595854921,0.56,0.56,0.56,0.56
1920,1336637.3056994819,0.6,0.6,0.6,0.6
1920,2004955.9585492227,0.64,0.64,0.64,0.64
