Year,Status,20000,30000,40000,50000,70000,100000,150000,200000,250000,300000,500000,800000,1000000,1500000,2000000,5000000,10000000,20000000,50000000,100000000,500000000,1000000000
1971,Married Filing Jointly,0.17,0.19,0.19,0.19,0.22,0.25,0.32,0.39,0.45,0.5,0.58,0.64,0.66,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1971,Married Filing Seperately,0.19,0.22,0.25,0.25,0.32,0.39,0.5,0.53,0.58,0.6,0.66,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1971,Single,0.19,0.21,0.24,0.24,0.27,0.31,0.4,0.45,0.55,0.6,0.66,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1972,Head of Household,0.18,0.19,0.22,0.22,0.25,0.28,0.36,0.42,0.51,0.55,0.62,0.67,0.68,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1972,Married Filing Jointly,0.17,0.19,0.19,0.19,0.22,0.25,0.32,0.39,0.45,0.5,0.58,0.64,0.66,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1972,Married Filing Seperately,0.19,0.22,0.25,0.25,0.32,0.39,0.5,0.53,0.58,0.6,0.66,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1972,Single,0.19,0.21,0.24,0.24,0.27,0.31,0.4,0.45,0.55,0.6,0.66,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1973,Head of Household,0.18,0.19,0.22,0.23,0.25,0.31,0.38,0.45,0.52,0.55,0.63,0.67,0.6900000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1973,Married Filing Jointly,0.17,0.19,0.19,0.22,0.22,0.28,0.36,0.42,0.48,0.5,0.58,0.64,0.68,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1973,Married Filing Seperately,0.19,0.22,0.25,0.28,0.32,0.42,0.5,0.55,0.58,0.6,0.68,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1973,Single,0.19,0.21,0.24,0.25,0.27,0.34,0.4,0.5,0.55,0.6,0.68,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1974,Head of Household,0.18,0.19,0.22,0.23,0.27,0.32,0.41,0.48,0.55,0.58,0.64,0.68,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1974,Married Filing Jointly,0.17,0.19,0.19,0.22,0.25,0.28,0.36,0.45,0.5,0.53,0.6,0.66,0.6900000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1974,Married Filing Seperately,0.19,0.22,0.25,0.28,0.36,0.45,0.53,0.55,0.6,0.62,0.6900000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1974,Single,0.19,0.21,0.24,0.25,0.29,0.36,0.45,0.5,0.6,0.62,0.6900000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1975,Head of Household,0.19,0.22,0.23,0.25,0.28,0.35000000000000003,0.42,0.52,0.56,0.58,0.66,0.6900000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1975,Married Filing Jointly,0.19,0.19,0.22,0.22,0.25,0.32,0.39,0.48,0.5,0.53,0.62,0.68,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1975,Married Filing Seperately,0.22,0.25,0.28,0.32,0.39,0.48,0.53,0.58,0.62,0.64,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1975,Single,0.21,0.24,0.25,0.27,0.31,0.38,0.45,0.55,0.62,0.64,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1976,Head of Household,0.19,0.22,0.23,0.25,0.28,0.35000000000000003,0.45,0.52,0.58,0.59,0.66,0.6900000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
1976,Married Filing Jointly,0.19,0.19,0.22,0.22,0.25,0.32,0.42,0.48,0.53,0.55,0.62,0.68,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001
