Year,Lower Bound,Single,Married Filing Seperately,Married Filing Jointly,Head of Household
1966,3000.0,,,0.17,
1966,4000.0,0.22,0.22,0.19,0.2
1966,6000.0,0.25,0.25,,0.22
1966,8000.0,0.28,0.28,0.22,0.25
1966,10000.0,0.32,0.32,,0.27
1966,12000.0,0.36,0.36,0.25,0.31
1966,14000.0,0.39,0.39,,0.32
1966,16000.0,0.42,0.42,0.28,0.35000000000000003
1966,18000.0,0.45,0.45,,0.36
1966,20000.0,0.48,0.48,0.32,0.4
1966,22000.0,0.5,0.5,,0.41000000000000003
1966,24000.0,,,0.36,0.43
1966,26000.0,0.53,0.53,,0.45
1966,28000.0,,,0.39,0.46
1966,32000.0,0.55,0.55,0.42,0.48
1966,36000.0,,,0.45,0.5
1966,38000.0,0.58,0.58,,0.52
1966,40000.0,,,0.48,0.53
1966,44000.0,0.6,0.6,0.5,0.55
1966,50000.0,0.62,0.62,,0.56
1966,52000.0,,,0.53,0.58
1966,60000.0,0.64,0.64,,
1966,64000.0,,,0.55,0.59
1966,70000.0,0.66,0.66,,0.61
1966,76000.0,,,0.58,0.62
1966,80000.0,0.68,0.68,,0.63
1966,88000.0,,,0.6,0.64
1966,90000.0,0.6900000000000001,0.6900000000000001,,
1966,100000.0,0.7000000000000001,0.7000000000000001,0.62,0.66
1966,120000.0,,,0.64,0.67
1966,140000.0,,,0.66,0.68
1966,160000.0,,,0.68,0.6900000000000001
1966,180000.0,,,0.6900000000000001,0.7000000000000001
1966,200000.0,,,0.7000000000000001,
1967,0.0,0.14,0.14,0.14,0.14
1967,500.0,0.15,0.15,0.15,
1967,1000.0,0.16,0.16,0.16,0.16
1967,1500.0,0.17,0.17,0.17,
1967,2000.0,0.19,0.19,0.19,0.18
1967,4000.0,0.22,0.22,0.22,0.2
1967,6000.0,0.25,0.25,0.25,0.22
1967,8000.0,0.28,0.28,0.28,0.25
1967,10000.0,0.32,0.32,0.32,0.27
1967,12000.0,0.36,0.36,0.36,0.31
1967,14000.0,0.39,0.39,0.39,0.32
1967,16000.0,0.42,0.42,0.42,0.35000000000000003
1967,18000.0,0.45,0.45,0.45,0.36
1967,20000.0,0.48,0.48,0.48,0.4
1967,22000.0,0.5,0.5,0.5,0.41000000000000003
1967,24000.0,,,,0.43
1967,26000.0,0.53,0.53,0.53,0.45
1967,28000.0,,,,0.46
1967,32000.0,0.55,0.55,0.55,0.48
1967,36000.0,,,,0.5
1967,38000.0,0.58,0.58,0.58,0.52
1967,40000.0,,,,0.53
1967,44000.0,0.6,0.6,0.6,0.55
1967,50000.0,0.62,0.62,0.62,0.56
1967,52000.0,,,,0.58
1967,60000.0,0.64,0.64,0.64,
1967,64000.0,,,,0.59
1967,70000.0,0.66,0.66,0.66,0.61
1967,76000.0,,,,0.62
1967,80000.0,0.68,0.68,0.68,0.63
1967,88000.0,,,,0.64
1967,90000.0,0.6900000000000001,0.6900000000000001,0.6900000000000001,
1967,100000.0,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.66
1967,120000.0,,,,0.67
1967,140000.0,,,,0.68
1967,160000.0,,,,0.6900000000000001
1967,180000.0,,,,0.7000000000000001
1968,0.0,0.14,0.14,0.14,0.14
1968,500.0,0.15,0.15,,
1968,1000.0,0.16,0.16,0.15,0.16
1968,1500.0,0.17,0.17,,
1968,2000.0,0.19,0.19,0.16,0.18
1968,3000.0,,,0.17,
1968,4000.0,0.22,0.22,0.19,0.2
1968,6000.0,0.25,0.25,,0.22
1968,8000.0,0.28,0.28,0.22,0.25
1968,10000.0,0.32,0.32,,0.27
1968,12000.0,0.36,0.36,0.25,0.31
1968,14000.0,0.39,0.39,,0.32
1968,16000.0,0.42,0.42,0.28,0.35000000000000003
1968,18000.0,0.45,0.45,,0.36
1968,20000.0,0.48,0.48,0.32,0.4
1968,22000.0,0.5,0.5,,0.41000000000000003
1968,24000.0,,,0.36,0.43
1968,26000.0,0.53,0.53,,0.45
1968,28000.0,,,0.39,0.46
1968,32000.0,0.55,0.55,0.42,0.48
1968,36000.0,,,0.45,0.5
1968,38000.0,0.58,0.58,,0.52
1968,40000.0,,,0.48,0.53
1968,44000.0,0.6,0.6,0.5,0.55
1968,50000.0,0.62,0.62,,0.56
1968,52000.0,,,0.53,0.58
1968,60000.0,0.64,0.64,,
1968,64000.0,,,0.55,0.59
1968,70000.0,0.66,0.66,,0.61
1968,76000.0,,,0.58,0.62
1968,80000.0,0.68,0.68,,0.63
1968,88000.0,,,0.6,0.64
1968,90000.0,0.6900000000000001,0.6900000000000001,,
1968,100000.0,0.7000000000000001,0.7000000000000001,0.62,0.66
1968,120000.0,,,0.64,0.67
1968,140000.0,,,0.66,0.68
1968,160000.0,,,0.68,0.6900000000000001
1968,180000.0,,,0.6900000000000001,0.7000000000000001
1968,200000.0,,,0.7000000000000001,
1969,0.0,0.14,0.14,0.14,0.14
1969,500.0,0.15,0.15,,
1969,1000.0,0.16,0.16,0.15,0.16
1969,1500.0,0.17,0.17,,
1969,2000.0,0.19,0.19,0.16,0.18
1969,3000.0,,,0.17,
1969,4000.0,0.22,0.22,0.19,0.2
1969,6000.0,0.25,0.25,,0.22
1969,8000.0,0.28,0.28,0.22,0.25
1969,10000.0,0.32,0.32,,0.27
1969,12000.0,0.36,0.36,0.25,0.31
1969,14000.0,0.39,0.39,,0.32
1969,16000.0,0.42,0.42,0.28,0.35000000000000003
1969,18000.0,0.45,0.45,,0.36
1969,20000.0,0.48,0.48,0.32,0.4
1969,22000.0,0.5,0.5,,0.41000000000000003
1969,24000.0,,,0.36,0.43
1969,26000.0,0.53,0.53,,0.45
1969,28000.0,,,0.39,0.46
1969,32000.0,0.55,0.55,0.42,0.48
1969,36000.0,,,0.45,0.5
1969,38000.0,0.58,0.58,,0.52
1969,40000.0,,,0.48,0.53
1969,44000.0,0.6,0.6,0.5,0.55
1969,50000.0,0.62,0.62,,0.56
1969,52000.0,,,0.53,0.58
1969,60000.0,0.64,0.64,,
1969,64000.0,,,0.55,0.59
1969,70000.0,0.66,0.66,,0.61
1969,76000.0,,,0.58,0.62
1969,80000.0,0.68,0.68,,0.63
1969,88000.0,,,0.6,0.64
1969,90000.0,0.6900000000000001,0.6900000000000001,,
1969,100000.0,0.7000000000000001,0.7000000000000001,0.62,0.66
1969,120000.0,,,0.64,0.67
1969,140000.0,,,0.66,0.68
1969,160000.0,,,0.68,0.6900000000000001
1969,180000.0,,,0.6900000000000001,0.7000000000000001
1969,200000.0,,,0.7000000000000001,
1970,0.0,0.14,0.14,0.14,0.14
1970,500.0,0.15,0.15,,
1970,1000.0,0.16,0.16,0.15,0.16
1970,1500.0,0.17,0.17,,
1970,2000.0,0.19,0.19,0.16,0.18
1970,3000.0,,,0.17,
1970,4000.0,0.22,0.22,0.19,0.2
1970,6000.0,0.25,0.25,,0.22
1970,8000.0,0.28,0.28,0.22,0.25
1970,10000.0,0.32,0.32,,0.27
1970,12000.0,0.36,0.36,0.25,0.31
1970,14000.0,0.39,0.39,,0.32
1970,16000.0,0.42,0.42,0.28,0.35000000000000003
1970,18000.0,0.45,0.45,,0.36
1970,20000.0,0.48,0.48,0.32,0.4
1970,22000.0,0.5,0.5,,0.41000000000000003
1970,24000.0,,,0.36,0.43
1970,26000.0,0.53,0.53,,0.45
1970,28000.0,,,0.39,0.46
1970,32000.0,0.55,0.55,0.42,0.48
1970,36000.0,,,0.45,0.5
1970,38000.0,0.58,0.58,,0.52
1970,40000.0,,,0.48,0.53
1970,44000.0,0.6,0.6,0.5,0.55
1970,50000.0,0.62,0.62,,0.56
1970,52000.0,,,0.53,0.58
1970,60000.0,0.64,0.64,,
1970,64000.0,,,0.55,0.59
1970,70000.0,0.66,0.66,,0.61
1970,76000.0,,,0.58,0.62
1970,80000.0,0.68,0.68,,0.63
1970,88000.0,,,0.6,0.64
1970,90000.0,0.6900000000000001,0.6900000000000001,,
1970,100000.0,0.7000000000000001,0.7000000000000001,0.62,0.66
1970,120000.0,,,0.64,0.67
1970,140000.0,,,0.66,0.68
1970,160000.0,,,0.68,0.6900000000000001
1970,180000.0,,,0.6900000000000001,0.7000000000000001
1970,200000.0,,,0.7000000000000001,
1971,0.0,0.14,0.14,0.14,0.14
1971,500.0,0.15,0.15,,
1971,1000.0,0.16,0.16,0.15,0.16
1971,1500.0,0.17,0.17,,
1971,2000.0,0.19,0.19,0.16,0.18
1971,3000.0,,,0.17,
1971,4000.0,0.21,0.22,0.19,0.19
1971,6000.0,0.24,0.25,,0.22
1971,8000.0,0.25,0.28,0.22,0.23
1971,10000.0,0.27,0.32,,0.25
1971,12000.0,0.29,0.36,0.25,0.27
1971,14000.0,0.31,0.39,,0.28
1971,16000.0,0.34,0.42,0.28,0.31
1971,18000.0,0.36,0.45,,0.32
1971,20000.0,0.38,0.48,0.32,0.35000000000000003
1971,22000.0,0.4,0.5,,0.36
1971,24000.0,,,0.36,0.38
1971,26000.0,0.45,0.53,,0.41000000000000003
1971,28000.0,,,0.39,0.42
1971,32000.0,0.5,0.55,0.42,0.45
1971,36000.0,,,0.45,0.48
1971,38000.0,0.55,0.58,,0.51
1971,40000.0,,,0.48,0.52
1971,44000.0,0.6,0.6,0.5,0.55
1971,50000.0,0.62,0.62,,0.56
1971,52000.0,,,0.53,0.58
1971,60000.0,0.64,0.64,,
1971,64000.0,,,0.55,0.59
1971,70000.0,0.66,0.66,,0.61
1971,76000.0,,,0.58,0.62
1971,80000.0,0.68,0.68,,0.63
1971,88000.0,,,0.6,0.64
1971,90000.0,0.6900000000000001,0.6900000000000001,,
1971,100000.0,0.7000000000000001,0.7000000000000001,0.62,0.66
1971,120000.0,,,0.64,0.67
1971,140000.0,,,0.66,0.68
1971,160000.0,,,0.68,0.6900000000000001
1971,180000.0,,,0.6900000000000001,0.7000000000000001
1971,200000.0,,,0.7000000000000001,
1972,0.0,0.14,0.14,0.14,0.14
1972,500.0,0.15,0.15,,
1972,1000.0,0.16,0.16,0.15,0.16
1972,1500.0,0.17,0.17,,
1972,2000.0,0.19,0.19,0.16,0.18
1972,3000.0,,,0.17,
1972,4000.0,0.21,0.22,0.19,0.19
1972,6000.0,0.24,0.25,,0.22
1972,8000.0,0.25,0.28,0.22,0.23
1972,10000.0,0.27,0.32,,0.25
1972,12000.0,0.29,0.36,0.25,0.27
1972,14000.0,0.31,0.39,,0.28
1972,16000.0,0.34,0.42,0.28,0.31
1972,18000.0,0.36,0.45,,0.32
1972,20000.0,0.38,0.48,0.32,0.35000000000000003
1972,22000.0,0.4,0.5,,0.36
1972,24000.0,,,0.36,0.38
1972,26000.0,0.45,0.53,,0.41000000000000003
1972,28000.0,,,0.39,0.42
1972,32000.0,0.5,0.55,0.42,0.45
1972,36000.0,,,0.45,0.48
1972,38000.0,0.55,0.58,,0.51
1972,40000.0,,,0.48,0.52
1972,44000.0,0.6,0.6,0.5,0.55
1972,50000.0,0.62,0.62,,0.56
1972,52000.0,,,0.53,0.58
1972,60000.0,0.64,0.64,,
1972,64000.0,,,0.55,0.59
1972,70000.0,0.66,0.66,,0.61
1972,76000.0,,,0.58,0.62
1972,80000.0,0.68,0.68,,0.63
1972,88000.0,,,0.6,0.64
1972,90000.0,0.6900000000000001,0.6900000000000001,,
1972,100000.0,0.7000000000000001,0.7000000000000001,0.62,0.66
1972,120000.0,,,0.64,0.67
1972,140000.0,,,0.66,0.68
1972,160000.0,,,0.68,0.6900000000000001
1972,180000.0,,,0.6900000000000001,0.7000000000000001
1972,200000.0,,,0.7000000000000001,
1973,0.0,0.14,0.14,0.14,0.14
1973,500.0,0.15,0.15,,
1973,1000.0,0.16,0.16,0.15,0.16
1973,1500.0,0.17,0.17,,
1973,2000.0,0.19,0.19,0.16,0.18
1973,3000.0,,,0.17,
1973,4000.0,0.21,0.22,0.19,0.19
1973,6000.0,0.24,0.25,,0.22
1973,8000.0,0.25,0.28,0.22,0.23
1973,10000.0,0.27,0.32,,0.25
1973,12000.0,0.29,0.36,0.25,0.27
1973,14000.0,0.31,0.39,,0.28
1973,16000.0,0.34,0.42,0.28,0.31
1973,18000.0,0.36,0.45,,0.32
1973,20000.0,0.38,0.48,0.32,0.35000000000000003
1973,22000.0,0.4,0.5,,0.36
1973,24000.0,,,0.36,0.38
1973,26000.0,0.45,0.53,,0.41000000000000003
1973,28000.0,,,0.39,0.42
1973,32000.0,0.5,0.55,0.42,0.45
1973,36000.0,,,0.45,0.48
1973,38000.0,0.55,0.58,,0.51
1973,40000.0,,,0.48,0.52
1973,44000.0,0.6,0.6,0.5,0.55
1973,50000.0,0.62,0.62,,0.56
1973,52000.0,,,0.53,0.58
1973,60000.0,0.64,0.64,,
1973,64000.0,,,0.55,0.59
1973,70000.0,0.66,0.66,,0.61
1973,76000.0,,,0.58,0.62
1973,80000.0,0.68,0.68,,0.63
1973,88000.0,,,0.6,0.64
1973,90000.0,0.6900000000000001,0.6900000000000001,,
1973,100000.0,0.7000000000000001,0.7000000000000001,0.62,0.66
1973,120000.0,,,0.64,0.67
1973,140000.0,,,0.66,0.68
1973,160000.0,,,0.68,0.6900000000000001
1973,180000.0,,,0.6900000000000001,0.7000000000000001
1973,200000.0,,,0.7000000000000001,
1974,0.0,0.14,0.14,0.14,0.14
1974,500.0,0.15,0.15,,
1974,1000.0,0.16,0.16,0.15,0.16
1974,1500.0,0.17,0.17,,
1974,2000.0,0.19,0.19,0.16,0.18
1974,3000.0,,,0.17,
1974,4000.0,0.21,0.22,0.19,0.19
1974,6000.0,0.24,0.25,,0.22
1974,8000.0,0.25,0.28,0.22,0.23
1974,10000.0,0.27,0.32,,0.25
1974,12000.0,0.29,0.36,0.25,0.27
1974,14000.0,0.31,0.39,,0.28
1974,16000.0,0.34,0.42,0.28,0.31
1974,18000.0,0.36,0.45,,0.32
1974,20000.0,0.38,0.48,0.32,0.35000000000000003
1974,22000.0,0.4,0.5,,0.36
1974,24000.0,,,0.36,0.38
1974,26000.0,0.45,0.53,,0.41000000000000003
1974,28000.0,,,0.39,0.42
1974,32000.0,0.5,0.55,0.42,0.45
1974,36000.0,,,0.45,0.48
1974,38000.0,0.55,0.58,,0.51
1974,40000.0,,,0.48,0.52
1974,44000.0,0.6,0.6,0.5,0.55
1974,50000.0,0.62,0.62,,0.56
1974,52000.0,,,0.53,0.58
1974,60000.0,0.64,0.64,,
1974,64000.0,,,0.55,0.59
1974,70000.0,0.66,0.66,,0.61
1974,76000.0,,,0.58,0.62
1974,80000.0,0.68,0.68,,0.63
1974,88000.0,,,0.6,0.64
1974,90000.0,0.6900000000000001,0.6900000000000001,,
1974,100000.0,0.7000000000000001,0.7000000000000001,0.62,0.66
1974,120000.0,,,0.64,0.67
1974,140000.0,,,0.66,0.68
1974,160000.0,,,0.68,0.6900000000000001
1974,180000.0,,,0.6900000000000001,0.7000000000000001
1974,200000.0,,,0.7000000000000001,
1975,0.0,0.14,0.14,0.14,0.14
1975,500.0,0.15,0.15,,
1975,1000.0,0.16,0.16,0.15,0.16
1975,1500.0,0.17,0.17,,
1975,2000.0,0.19,0.19,0.16,0.18
1975,3000.0,,,0.17,
1975,4000.0,0.21,0.22,0.19,0.19
1975,6000.0,0.24,0.25,,0.22
1975,8000.0,0.25,0.28,0.22,0.23
1975,10000.0,0.27,0.32,,0.25
1975,12000.0,0.29,0.36,0.25,0.27
1975,14000.0,0.31,0.39,,0.28
1975,16000.0,0.34,0.42,0.28,0.31
1975,18000.0,0.36,0.45,,0.32
1975,20000.0,0.38,0.48,0.32,0.35000000000000003
1975,22000.0,0.4,0.5,,0.36
1975,24000.0,,,0.36,0.38
1975,26000.0,0.45,0.53,,0.41000000000000003
1975,28000.0,,,0.39,0.42
1975,32000.0,0.5,0.55,0.42,0.45
1975,36000.0,,,0.45,0.48
1975,38000.0,0.55,0.58,,0.51
1975,40000.0,,,0.48,0.52
1975,44000.0,0.6,0.6,0.5,0.55
1975,50000.0,0.62,0.62,,0.56
1975,52000.0,,,0.53,0.58
1975,60000.0,0.64,0.64,,
1975,64000.0,,,0.55,0.59
1975,70000.0,0.66,0.66,,0.61
1975,76000.0,,,0.58,0.62
1975,80000.0,0.68,0.68,,0.63
1975,88000.0,,,0.6,0.64
1975,90000.0,0.6900000000000001,0.6900000000000001,,
1975,100000.0,0.7000000000000001,0.7000000000000001,0.62,0.66
1975,120000.0,,,0.64,0.67
1975,140000.0,,,0.66,0.68
1975,160000.0,,,0.68,0.6900000000000001
1975,180000.0,,,0.6900000000000001,0.7000000000000001
1975,200000.0,,,0.7000000000000001,
1976,0.0,0.14,0.14,0.14,0.14
1976,500.0,0.15,0.15,,
1976,1000.0,0.16,0.16,0.15,0.16
1976,1500.0,0.17,0.17,,
1976,2000.0,0.19,0.19,0.16,0.18
1976,3000.0,,,0.17,
1976,4000.0,0.21,0.22,0.19,0.19
1976,6000.0,0.24,0.25,,0.22
1976,8000.0,0.25,0.28,0.22,0.23
1976,10000.0,0.27,0.32,,0.25
1976,12000.0,0.29,0.36,0.25,0.27
1976,14000.0,0.31,0.39,,0.28
1976,16000.0,0.34,0.42,0.28,0.31
1976,18000.0,0.36,0.45,,0.32
1976,20000.0,0.38,0.48,0.32,0.35000000000000003
1976,22000.0,0.4,0.5,,0.36
1976,24000.0,,,0.36,0.38
1976,26000.0,0.45,0.53,,0.41000000000000003
1976,28000.0,,,0.39,0.42
1976,32000.0,0.5,0.55,0.42,0.45
1976,36000.0,,,0.45,0.48
1976,38000.0,0.55,0.58,,0.51
1976,40000.0,,,0.48,0.52
1976,44000.0,0.6,0.6,0.5,0.55
1976,50000.0,0.62,0.62,,0.56
1976,52000.0,,,0.53,0.58
1976,60000.0,0.64,0.64,,
1976,64000.0,,,0.55,0.59
1976,70000.0,0.66,0.66,,0.61
1976,76000.0,,,0.58,0.62
1976,80000.0,0.68,0.68,,0.63
1976,88000.0,,,0.6,0.64
1976,90000.0,0.6900000000000001,0.6900000000000001,,
1976,100000.0,0.7000000000000001,0.7000000000000001,0.62,0.66
1976,120000.0,,,0.64,0.67
1976,140000.0,,,0.66,0.68
1976,160000.0,,,0.68,0.6900000000000001
1976,180000.0,,,0.6900000000000001,0.7000000000000001
1976,200000.0,,,0.7000000000000001,
1977,0.0,0.0,0.0,0.0,0.0
1977,1600.0,,0.14,,
1977,2100.0,,0.15,,
1977,2200.0,0.14,,,0.14
1977,2600.0,,0.16,,
1977,2700.0,0.15,,,
1977,3100.0,,0.17,,
1977,3200.0,0.16,,0.14,0.16
1977,3600.0,,0.19,,
1977,3700.0,0.17,,,
1977,4200.0,0.19,,0.15,0.18
1977,5200.0,,,0.16,
1977,5600.0,,0.22,,
1977,6200.0,0.21,,0.17,0.19
1977,7200.0,,,0.19,
1977,7600.0,,0.25,,
1977,8200.0,0.24,,,0.22
1977,9500.0,,0.28,,
1977,10200.0,0.25,,,0.23
1977,11200.0,,,0.22,
1977,11600.0,,0.32,,
1977,12200.0,0.27,,,0.25
1977,13600.0,,0.36,,
1977,14200.0,0.29,,,0.27
1977,15200.0,,,0.25,
1977,15600.0,,0.39,,
1977,16200.0,0.31,,,0.28
1977,17600.0,,0.42,,
1977,18200.0,0.34,,,0.31
1977,19200.0,,,0.28,
1977,19600.0,,0.45,,
1977,20200.0,0.36,,,0.32
1977,21600.0,,0.48,,
1977,22200.0,0.38,,,0.35000000000000003
1977,23200.0,,,0.32,
1977,23600.0,,0.5,,
1977,24200.0,0.4,,,0.36
1977,26200.0,,,,0.38
1977,27200.0,,,0.36,
1977,27600.0,,0.53,,
1977,28200.0,0.45,,,0.41000000000000003
1977,30200.0,,,,0.42
1977,31200.0,,,0.39,
1977,33600.0,,0.55,,
1977,34200.0,0.5,,,0.45
1977,35200.0,,,0.42,
1977,38200.0,,,,0.48
1977,39200.0,,,0.45,
1977,39600.0,,0.58,,
1977,40200.0,0.55,,,0.51
1977,42200.0,,,,0.52
1977,43200.0,,,0.48,
1977,45600.0,,0.6,,
1977,46200.0,0.6,,,0.55
1977,47200.0,,,0.5,
1977,51600.0,,0.62,,
1977,52200.0,0.62,,,0.56
1977,54200.0,,,,0.58
1977,55200.0,,,0.53,
1977,61600.0,,0.64,,
1977,62200.0,0.64,,,
1977,66200.0,,,,0.59
1977,67200.0,,,0.55,
1977,71600.0,,0.66,,
1977,72200.0,0.66,,,0.61
1977,78200.0,,,,0.62
1977,79200.0,,,0.58,
1977,81600.0,,0.68,,
1977,82200.0,0.68,,,0.63
1977,90200.0,,,,0.64
1977,91200.0,,,0.6,
1977,91600.0,,0.6900000000000001,,
1977,92200.0,0.6900000000000001,,,
1977,101600.0,,0.7000000000000001,,
1977,102200.0,0.7000000000000001,,,0.66
1977,103200.0,,,0.62,
1977,122200.0,,,,0.67
1977,123200.0,,,0.64,
1977,142200.0,,,,0.68
1977,143200.0,,,0.66,
1977,162200.0,,,,0.6900000000000001
1977,163200.0,,,0.68,
1977,182200.0,,,,0.7000000000000001
1977,183200.0,,,0.6900000000000001,
1977,203200.0,,,0.7000000000000001,
1978,0.0,0.0,0.0,0.0,0.0
1978,1600.0,,0.14,,
1978,2100.0,,0.15,,
1978,2200.0,0.14,,,0.14
1978,2600.0,,0.16,,
1978,2700.0,0.15,,,
1978,3100.0,,0.17,,
1978,3200.0,0.16,,0.14,0.16
1978,3600.0,,0.19,,
1978,3700.0,0.17,,,
1978,4200.0,0.19,,0.15,0.18
1978,5200.0,,,0.16,
1978,5600.0,,0.22,,
1978,6200.0,0.21,,0.17,0.19
1978,7200.0,,,0.19,
1978,7600.0,,0.25,,
1978,8200.0,0.24,,,0.22
1978,9500.0,,0.28,,
1978,10200.0,0.25,,,0.23
1978,11200.0,,,0.22,
1978,11600.0,,0.32,,
1978,12200.0,0.27,,,0.25
1978,13600.0,,0.36,,
1978,14200.0,0.29,,,0.27
1978,15200.0,,,0.25,
1978,15600.0,,0.39,,
1978,16200.0,0.31,,,0.28
1978,17600.0,,0.42,,
1978,18200.0,0.34,,,0.31
1978,19200.0,,,0.28,
1978,19600.0,,0.45,,
1978,20200.0,0.36,,,0.32
1978,21600.0,,0.48,,
1978,22200.0,0.38,,,0.35000000000000003
1978,23200.0,,,0.32,
1978,23600.0,,0.5,,
1978,24200.0,0.4,,,0.36
1978,26200.0,,,,0.38
1978,27200.0,,,0.36,
1978,27600.0,,0.53,,
1978,28200.0,0.45,,,0.41000000000000003
1978,30200.0,,,,0.42
1978,31200.0,,,0.39,
1978,33600.0,,0.55,,
1978,34200.0,0.5,,,0.45
1978,35200.0,,,0.42,
1978,38200.0,,,,0.48
1978,39200.0,,,0.45,
1978,39600.0,,0.58,,
1978,40200.0,0.55,,,0.51
1978,42200.0,,,,0.52
1978,43200.0,,,0.48,
1978,45600.0,,0.6,,
1978,46200.0,0.6,,,0.55
1978,47200.0,,,0.5,
1978,51600.0,,0.62,,
1978,52200.0,0.62,,,0.56
1978,54200.0,,,,0.58
1978,55200.0,,,0.53,
1978,61600.0,,0.64,,
1978,62200.0,0.64,,,
1978,66200.0,,,,0.59
1978,67200.0,,,0.55,
1978,71600.0,,0.66,,
1978,72200.0,0.66,,,0.61
1978,78200.0,,,,0.62
1978,79200.0,,,0.58,
1978,81600.0,,0.68,,
1978,82200.0,0.68,,,0.63
1978,90200.0,,,,0.64
1978,91200.0,,,0.6,
1978,91600.0,,0.6900000000000001,,
1978,92200.0,0.6900000000000001,,,
1978,101600.0,,0.7000000000000001,,
1978,102200.0,0.7000000000000001,,,0.66
1978,103200.0,,,0.62,
1978,122200.0,,,,0.67
1978,123200.0,,,0.64,
1978,142200.0,,,,0.68
1978,143200.0,,,0.66,
1978,162200.0,,,,0.6900000000000001
1978,163200.0,,,0.68,
1978,182200.0,,,,0.7000000000000001
1978,183200.0,,,0.6900000000000001,
1978,203200.0,,,0.7000000000000001,
1979,0.0,0.0,0.0,0.0,0.0
1979,1700.0,,0.14,,
1979,2300.0,0.14,,,0.14
1979,2750.0,,0.16,,
1979,3400.0,0.16,,0.14,
1979,3800.0,,0.18,,
1979,4400.0,0.18,,,0.16
1979,5500.0,,,0.16,
1979,5950.0,,0.21,,
1979,6500.0,0.19,,,0.18
1979,7600.0,,,0.18,
1979,8000.0,,0.24,,
1979,8500.0,0.21,,,
1979,8700.0,,,,0.22
1979,10100.0,,0.28,,
1979,10800.0,0.24,,,
1979,11800.0,,,,0.24
1979,11900.0,,,0.21,
1979,12300.0,,0.32,,
1979,12900.0,0.26,,,
1979,14950.0,,0.37,,
1979,15000.0,0.3,,,0.26
1979,16000.0,,,0.24,
1979,17600.0,,0.43,,
1979,18200.0,0.34,,,0.31
1979,20200.0,,,0.28,
1979,22900.0,,0.49,,
1979,23500.0,0.39,,,0.36
1979,24600.0,,,0.32,
1979,28800.0,0.44,,,0.42
1979,29900.0,,,0.37,
1979,30000.0,,0.54,,
1979,34100.0,0.49,,,0.46
1979,35200.0,,,0.43,
1979,41500.0,0.55,,,
1979,42800.0,,0.59,,
1979,44700.0,,,,0.54
1979,45800.0,,,0.49,
1979,54700.0,,0.64,,
1979,55300.0,0.63,,,
1979,60000.0,,,0.54,
1979,60600.0,,,,0.59
1979,81200.0,,0.68,,
1979,81800.0,0.68,,,0.63
1979,85600.0,,,0.59,
1979,107700.0,,0.7000000000000001,,
1979,108300.0,0.7000000000000001,,,0.68
1979,109400.0,,,0.64,
1979,161300.0,,,,0.7000000000000001
1979,162400.0,,,0.68,
1979,215400.0,,,0.7000000000000001,
1980,0.0,0.0,0.0,0.0,0.0
1980,1700.0,,0.14,,
1980,2300.0,0.14,,,0.14
1980,2750.0,,0.16,,
1980,3400.0,0.16,,0.14,
1980,3800.0,,0.18,,
1980,4400.0,0.18,,,0.16
1980,5500.0,,,0.16,
1980,5950.0,,0.21,,
1980,6500.0,0.19,,,0.18
1980,7600.0,,,0.18,
1980,8000.0,,0.24,,
1980,8500.0,0.21,,,
1980,8700.0,,,,0.22
1980,10100.0,,0.28,,
1980,10800.0,0.24,,,
1980,11800.0,,,,0.24
1980,11900.0,,,0.21,
1980,12300.0,,0.32,,
1980,12900.0,0.26,,,
1980,14950.0,,0.37,,
1980,15000.0,0.3,,,0.26
1980,16000.0,,,0.24,
1980,17600.0,,0.43,,
1980,18200.0,0.34,,,0.31
1980,20200.0,,,0.28,
1980,22900.0,,0.49,,
1980,23500.0,0.39,,,0.36
1980,24600.0,,,0.32,
1980,28800.0,0.44,,,0.42
1980,29900.0,,,0.37,
1980,30000.0,,0.54,,
1980,34100.0,0.49,,,0.46
1980,35200.0,,,0.43,
1980,41500.0,0.55,,,
1980,42800.0,,0.59,,
1980,44700.0,,,,0.54
1980,45800.0,,,0.49,
1980,54700.0,,0.64,,
1980,55300.0,0.63,,,
1980,60000.0,,,0.54,
1980,60600.0,,,,0.59
1980,81200.0,,0.68,,
1980,81800.0,0.68,,,0.63
1980,85600.0,,,0.59,
1980,107700.0,,0.7000000000000001,,
1980,108300.0,0.7000000000000001,,,0.68
1980,109400.0,,,0.64,
1980,161300.0,,,,0.7000000000000001
1980,162400.0,,,0.68,
1980,215400.0,,,0.7000000000000001,
1981,0.0,0.0,0.0,0.0,0.0
1981,1700.0,,0.14,,
1981,2300.0,0.14,,,0.14
1981,2750.0,,0.16,,
1981,3400.0,0.16,,0.14,
1981,3800.0,,0.18,,
1981,4400.0,0.18,,,0.16
1981,5500.0,,,0.16,
1981,5950.0,,0.21,,
1981,6500.0,0.19,,,0.18
1981,7600.0,,,0.18,
1981,8000.0,,0.24,,
1981,8500.0,0.21,,,
1981,8700.0,,,,0.22
1981,10100.0,,0.28,,
1981,10800.0,0.24,,,
1981,11800.0,,,,0.24
1981,11900.0,,,0.21,
1981,12300.0,,0.32,,
1981,12900.0,0.26,,,
1981,14950.0,,0.37,,
1981,15000.0,0.3,,,0.26
1981,16000.0,,,0.24,
1981,17600.0,,0.43,,
